ndc_code,ndc_id
0555-0974-02,502
0555-0974-02,503
0832-0542-10,504
63323-468-37,505
63323-468-37,506
63323-468-37,507
63323-468-37,508
63323-468-37,509
0409-1596-10,510
0409-1596-10,511
0409-1596-10,512
0409-1596-10,513
0409-1596-10,514
0409-1596-10,515
0409-1596-10,516
0409-1596-10,517
0409-1596-10,518
0409-1596-10,519
0409-1596-10,520
0409-1596-10,521
0409-1596-10,522
0409-1596-10,523
0409-1596-10,524
0409-1596-10,525
0409-1596-10,526
0409-1596-10,527
0338-1005-03,528
0338-1005-03,529
0338-1005-03,530
0338-1005-03,531
0338-1005-03,532
63323-488-17,533
63323-488-17,534
63323-488-17,535
63323-488-17,536
0143-9554-01,537
0143-9554-01,538
0143-9554-01,539
0143-9554-01,540
0143-9554-01,541
0143-9554-01,542
0143-9554-01,543
0169-2800-15,544
0169-2800-15,545
0169-2800-15,546
0169-2800-15,547
0169-2800-15,548
68180-556-09,549
68180-556-09,550
68180-556-09,551
68180-556-09,552
68180-556-09,553
62135-669-90,554
62135-669-90,555
62135-669-90,556
0002-8148-01,557
0002-8148-01,558
0002-8148-01,559
0002-8148-01,560
0002-8148-01,561
0002-8148-01,562
0143-9785-10,563
0143-9785-10,564
60505-4553-3,565
0409-1610-50,566
0409-1610-50,567
0409-1610-50,568
0409-1610-50,569
0409-1610-50,570
0409-1610-50,571
0409-1610-50,572
0409-1610-50,573
0409-1610-50,574
0409-1610-50,575
0409-1610-50,576
49884-661-09,577
0173-0911-13,578
0990-7938-19,579
0990-7938-19,580
0990-7938-19,581
0990-7938-19,582
0990-7938-19,583
25021-683-10,584
76329-3390-1,585
76329-3390-1,586
76329-3390-1,587
76329-3390-1,588
76329-3390-1,589
76329-3390-1,590
76329-3390-1,591
76329-3390-1,592
76329-3390-1,593
76329-3390-1,594
76329-3390-1,595
76329-3390-1,596
76329-3390-1,597
76329-3390-1,598
76329-3390-1,599
76329-3390-1,600
65862-163-90,601
65862-163-90,602
65862-163-90,603
16729-484-45,604
16729-484-45,605
16729-484-45,606
16729-484-45,607
16729-484-45,608
16729-484-45,609
16729-484-45,610
16729-484-45,611
16729-484-45,612
16729-484-45,613
16729-484-45,614
16729-484-45,615
63304-693-03,616
0009-3051-02,617
0009-3051-02,618
0009-3051-02,619
0009-3051-02,620
0009-3051-02,621
0009-3051-02,622
0009-3051-02,623
59651-722-99,624
59651-722-99,625
59651-722-99,626
59651-722-99,627
59651-722-99,628
71093-128-01,629
48102-053-05,630
0054-0371-25,631
0054-0371-25,632
0054-0371-25,633
0054-0371-25,634
0054-0371-25,635
0054-0371-25,636
0054-0371-25,637
0054-0371-25,638
0054-0371-25,639
0054-0371-25,640
0054-0371-25,641
0054-0371-25,642
0054-0371-25,643
0054-0371-25,644
0054-0371-25,645
0054-0371-25,646
0054-0374-25,647
0054-0374-25,648
0054-0374-25,649
0054-0374-25,650
0054-0374-25,651
0054-0374-25,652
0054-0374-25,653
0054-0374-25,654
0054-0374-25,655
0054-0374-25,656
0054-0374-25,657
0054-0374-25,658
0054-0374-25,659
0054-0374-25,660
0054-0374-25,661
0054-0374-25,662
0406-0154-01,663
0406-0154-01,664
0406-0154-01,665
0406-0154-01,666
0406-0154-01,667
0406-0154-01,668
0406-0154-01,669
0406-0154-01,670
0406-0154-01,671
47781-588-68,672
47781-588-68,673
47781-588-68,674
47781-588-68,675
47781-588-68,676
47781-588-68,677
47781-588-68,678
47781-588-68,679
47781-588-68,680
47781-588-68,681
47781-588-68,682
82154-0449-1,683
63323-286-23,684
63323-286-23,685
63323-286-23,686
63323-286-23,687
63323-286-23,688
63323-286-23,689
63323-286-23,690
63323-286-23,691
63323-286-23,692
71093-130-05,693
60505-4478-3,694
62756-224-88,695
62756-224-88,696
58151-104-93,697
59762-3110-1,698
0065-0395-15,699
0832-7124-01,700
0002-3240-30,701
0264-9872-00,702
0264-9872-00,703
0264-9872-00,704
0264-9872-00,705
0264-9872-00,706
0264-9872-00,707
0264-9872-00,708
70860-601-05,709
70860-601-05,710
70860-601-05,711
70860-601-05,712
70860-601-05,713
70860-601-05,714
70860-601-05,715
70860-601-05,716
70860-601-05,717
70860-601-05,718
70860-601-05,719
0245-0213-01,720
16729-081-10,721
16729-081-10,722
16729-081-10,723
16729-081-10,724
16729-081-10,725
16729-081-10,726
16729-081-10,727
0169-7705-21,728
0169-7705-21,729
0169-7705-21,730
0169-7705-21,731
0169-7705-21,732
0169-7705-21,733
0487-9901-30,734
0487-9901-30,735
0487-9901-30,736
0245-0036-60,737
63323-127-10,738
0641-6029-25,739
0641-6029-25,740
0641-6029-25,741
0641-6029-25,742
0641-6029-25,743
0641-6029-25,744
23155-473-44,745
23155-473-44,746
23155-473-44,747
23155-473-44,748
23155-473-44,749
23155-473-44,750
23155-473-44,751
23155-473-44,752
23155-473-44,753
23155-473-44,754
23155-473-44,755
25021-311-04,756
25021-311-04,757
25021-311-04,758
25021-311-04,759
25021-311-04,760
25021-311-04,761
25021-311-04,762
25021-311-04,763
25021-311-04,764
25021-311-04,765
25021-311-04,766
0409-1304-31,767
0409-1304-31,768
0409-1304-31,769
0409-1304-31,770
0409-1304-31,771
0409-1304-31,772
0409-1304-31,773
0409-1304-31,774
0409-1304-31,775
0409-1304-31,776
0409-1304-31,777
0409-1304-31,778
0409-1304-31,779
0409-1304-31,780
60505-4742-1,781
60505-4742-1,782
60505-4742-1,783
60505-4742-1,784
60505-4742-1,785
60505-4742-1,786
60505-4742-1,787
60505-4742-1,788
60505-4742-1,789
60505-4742-1,790
60505-4742-1,791
60505-4742-1,792
60505-4742-1,793
60505-4742-1,794
60505-4742-1,795
60505-4742-1,796
59417-117-01,797
59417-117-01,798
59417-117-01,799
47335-624-60,800
0143-9392-10,801
0143-9392-10,802
0143-9392-10,803
0143-9392-10,804
71093-130-03,805
79672-613-01,806
79672-613-01,807
79672-613-01,808
79672-613-01,809
79672-613-01,810
79672-613-01,811
79672-613-01,812
79672-613-01,813
79672-613-01,814
79672-613-01,815
79672-613-01,816
79672-613-01,817
79672-613-01,818
79672-613-01,819
79672-613-01,820
79672-613-01,821
79672-613-01,822
79672-613-01,823
79672-613-01,824
79672-613-01,825
79672-613-01,826
79672-613-01,827
79672-613-01,828
79672-613-01,829
79672-613-01,830
79672-613-01,831
0069-0296-30,832
0409-1559-10,833
0409-1559-10,834
0409-1559-10,835
0409-1559-10,836
0409-1559-10,837
0409-1559-10,838
0409-1559-10,839
0409-1559-10,840
0409-1559-10,841
0409-1559-10,842
0409-1559-10,843
0338-9545-50,844
0338-9545-50,845
0338-9545-50,846
0338-9545-50,847
0338-9545-50,848
0338-9545-50,849
0338-9545-50,850
16729-137-00,851
16729-137-00,852
16729-137-00,853
16729-137-00,854
16729-137-00,855
63323-128-20,856
71093-127-06,857
55150-440-10,858
25021-820-10,859
25021-820-10,860
25021-820-10,861
25021-820-10,862
25021-820-10,863
25021-820-10,864
25021-820-10,865
0093-0813-05,866
42806-799-60,867
42806-799-60,868
42806-799-60,869
70726-0305-1,870
70726-0305-1,871
0245-1071-30,872
13668-397-90,873
0409-1162-01,874
0409-1162-01,875
0409-1162-01,876
0409-1162-01,877
0409-1162-01,878
0409-1162-01,879
0409-1162-01,880
0409-1162-01,881
0409-1162-01,882
0409-1162-01,883
0409-1162-01,884
0338-9553-50,885
0338-9553-50,886
0338-9553-50,887
0338-9553-50,888
0338-9553-50,889
0338-9553-50,890
0338-9553-50,891
71288-174-21,892
0409-7809-24,893
0409-7809-24,894
0409-7809-24,895
0409-7809-24,896
0409-7809-24,897
0378-8075-93,898
72485-508-10,899
72485-508-10,900
72485-508-10,901
72485-508-10,902
72485-508-10,903
72485-508-10,904
72485-508-10,905
72485-508-10,906
0310-6540-04,907
45963-566-08,908
0591-0845-01,909
0591-0845-01,910
0591-0845-01,911
0409-1283-31,912
0409-1283-31,913
0409-1283-31,914
0409-1283-31,915
0409-1283-31,916
0409-1283-31,917
0409-1283-31,918
0409-1283-31,919
0409-1283-31,920
0409-1283-31,921
0409-1283-31,922
0409-1283-31,923
0409-1283-31,924
0409-1283-31,925
55150-165-05,926
55150-165-05,927
55150-165-05,928
55150-165-05,929
55150-165-05,930
55150-165-05,931
55150-165-05,932
55150-165-05,933
55150-165-05,934
55150-165-05,935
55150-165-05,936
55150-165-05,937
55150-165-05,938
55150-165-05,939
55150-165-05,940
55150-165-05,941
43547-606-10,942
43547-606-10,943
43547-606-10,944
43547-606-10,945
43547-606-10,946
43547-606-10,947
43547-606-10,948
43547-606-10,949
43547-606-10,950
43547-606-10,951
43547-606-10,952
43547-606-10,953
43547-606-10,954
43547-606-10,955
43547-606-10,956
43547-606-10,957
0574-2420-65,958
0574-2420-65,959
0574-2420-65,960
0574-2420-65,961
65862-064-01,962
68875-0205-2,963
0409-1560-10,964
0409-1560-10,965
0409-1560-10,966
0409-1560-10,967
0409-1560-10,968
0409-1560-10,969
0409-1560-10,970
0409-1560-10,971
0409-1560-10,972
0409-1560-10,973
0409-1560-10,974
49884-659-09,975
0093-3213-01,976
0093-3213-01,977
0093-3213-01,978
0093-3213-01,979
0093-3213-01,980
50102-400-10,981
50102-400-10,982
50102-400-10,983
50102-400-10,984
50102-400-10,985
50102-400-10,986
50102-400-10,987
50102-400-10,988
50102-400-10,989
50102-400-10,990
50102-400-10,991
50102-400-10,992
50102-400-10,993
50102-400-10,994
50102-400-10,995
50102-400-10,996
47781-589-17,997
47781-589-17,998
47781-589-17,999
47781-589-17,1000
47781-589-17,1001
47781-589-17,1002
47781-589-17,1003
47781-589-17,1004
47781-589-17,1005
47781-589-17,1006
47781-589-17,1007
70069-061-10,1008
70069-061-10,1009
70069-061-10,1010
70069-061-10,1011
70069-061-10,1012
70069-061-10,1013
70069-061-10,1014
70069-061-10,1015
70069-061-10,1016
0409-4916-14,1017
0409-4916-14,1018
0409-4916-14,1019
0409-4916-14,1020
0409-4916-14,1021
0409-4916-14,1022
0409-4916-14,1023
0409-4916-14,1024
0409-4916-14,1025
0409-4916-14,1026
0591-2882-01,1027
65862-071-75,1028
65862-071-75,1029
0832-1054-11,1030
0006-3822-10,1031
0006-3822-10,1032
0990-7918-19,1033
0990-7918-19,1034
0990-7918-19,1035
25021-684-05,1036
42858-165-01,1037
42858-165-01,1038
42858-165-01,1039
42858-165-01,1040
42858-165-01,1041
42858-165-01,1042
42858-165-01,1043
42858-165-01,1044
42858-165-01,1045
42858-165-01,1046
42858-165-01,1047
42858-165-01,1048
42858-165-01,1049
42858-165-01,1050
42858-165-01,1051
42858-165-01,1052
68180-659-07,1053
68180-659-07,1054
68180-659-07,1055
0169-4517-14,1056
0019-1188-27,1057
0019-1188-27,1058
0019-1188-27,1059
0019-1188-27,1060
0019-1188-27,1061
0019-1188-27,1062
0019-1188-27,1063
0019-1188-27,1064
0019-1188-27,1065
0019-1188-27,1066
0019-1188-27,1067
0019-1188-27,1068
0019-1188-27,1069
0019-1188-27,1070
0019-1188-27,1071
0019-1188-27,1072
0019-1188-27,1073
0019-1188-27,1074
0019-1188-27,1075
0019-1188-27,1076
0019-1188-27,1077
0019-1188-27,1078
0019-1188-27,1079
0019-1188-27,1080
0019-1188-27,1081
0019-1188-27,1082
62756-224-18,1083
62756-224-18,1084
47781-176-01,1085
47781-176-01,1086
47781-176-01,1087
47781-176-01,1088
47781-176-01,1089
47781-176-01,1090
47781-176-01,1091
47781-176-01,1092
47781-176-01,1093
47781-176-01,1094
47781-176-01,1095
47781-176-01,1096
47781-176-01,1097
47781-176-01,1098
47781-176-01,1099
63323-477-27,1100
0009-0728-09,1101
0009-0728-09,1102
0009-0728-09,1103
0009-0728-09,1104
0009-0728-09,1105
0009-0728-09,1106
0009-0728-09,1107
63323-824-75,1108
63323-824-75,1109
63323-824-75,1110
63323-824-75,1111
63323-824-75,1112
0990-7923-36,1113
0990-7923-36,1114
0990-7923-36,1115
0990-7923-36,1116
0990-7923-36,1117
0990-7923-36,1118
57664-437-88,1119
63323-489-27,1120
63323-489-27,1121
63323-489-27,1122
63323-489-27,1123
0264-7751-00,1124
0264-7751-00,1125
0264-7751-00,1126
0264-7751-00,1127
0264-7751-00,1128
63323-710-50,1129
63323-710-50,1130
63323-710-50,1131
63323-710-50,1132
63323-710-50,1133
63323-710-50,1134
63323-710-50,1135
0143-9575-10,1136
0143-9575-10,1137
0143-9575-10,1138
0143-9575-10,1139
0143-9575-10,1140
0143-9575-10,1141
0143-9575-10,1142
0143-9575-10,1143
0143-9575-10,1144
0143-9575-10,1145
0143-9575-10,1146
0143-9575-10,1147
0143-9575-10,1148
0143-9575-10,1149
0143-9575-10,1150
0143-9575-10,1151
70860-406-10,1152
70860-406-10,1153
70860-406-10,1154
70860-406-10,1155
16729-295-31,1156
16729-295-31,1157
16729-295-31,1158
16729-295-31,1159
16729-295-31,1160
16729-295-31,1161
16729-295-31,1162
16729-295-31,1163
16729-295-31,1164
16729-295-31,1165
16729-295-31,1166
0173-0914-56,1167
76045-109-10,1168
76045-109-10,1169
76045-109-10,1170
76045-109-10,1171
76045-109-10,1172
76045-109-10,1173
0409-2815-01,1174
0409-2815-01,1175
0409-2815-01,1176
0409-2815-01,1177
0409-2815-01,1178
0409-2815-01,1179
0409-2815-01,1180
0409-2815-01,1181
0409-2815-01,1182
0409-2815-01,1183
0409-2815-01,1184
0409-2815-01,1185
0409-2815-01,1186
0409-2815-01,1187
0409-2815-01,1188
0409-2815-01,1189
0409-2815-01,1190
0409-2815-01,1191
0143-9254-25,1192
0143-9254-25,1193
0143-9254-25,1194
0143-9254-25,1195
0143-9254-25,1196
0990-7953-02,1197
0990-7953-02,1198
0990-7953-02,1199
0990-7953-02,1200
0990-7953-02,1201
71288-162-30,1202
71288-162-30,1203
71288-162-30,1204
71288-162-30,1205
71288-162-30,1206
71288-162-30,1207
71288-162-30,1208
0409-2066-05,1209
0409-2066-05,1210
0409-2066-05,1211
0409-2066-05,1212
0409-2066-05,1213
0409-2066-05,1214
0409-2066-05,1215
0409-2066-05,1216
0409-2066-05,1217
0409-2066-05,1218
0409-2066-05,1219
0409-2066-05,1220
0409-2066-05,1221
0409-2066-05,1222
0409-2066-05,1223
0409-2066-05,1224
0527-4665-37,1225
0527-4665-37,1226
0527-4665-37,1227
0527-4665-37,1228
0527-4665-37,1229
0527-4665-37,1230
0527-4665-37,1231
0527-4665-37,1232
0527-4665-37,1233
0527-4665-37,1234
0527-4665-37,1235
0527-4665-37,1236
0527-4665-37,1237
0527-4665-37,1238
0527-4665-37,1239
0527-4665-37,1240
60505-4740-1,1241
60505-4740-1,1242
60505-4740-1,1243
60505-4740-1,1244
60505-4740-1,1245
60505-4740-1,1246
60505-4740-1,1247
60505-4740-1,1248
60505-4740-1,1249
60505-4740-1,1250
60505-4740-1,1251
60505-4740-1,1252
60505-4740-1,1253
60505-4740-1,1254
60505-4740-1,1255
60505-4740-1,1256
59417-115-01,1257
59417-115-01,1258
59417-115-01,1259
13811-707-10,1260
13811-707-10,1261
13811-707-10,1262
13811-707-10,1263
13811-707-10,1264
13811-707-10,1265
13811-707-10,1266
13811-707-10,1267
13811-707-10,1268
42023-240-01,1269
42023-240-01,1270
42023-240-01,1271
42023-240-01,1272
42023-240-01,1273
42023-240-01,1274
42023-240-01,1275
55150-225-05,1276
55150-225-05,1277
55150-225-05,1278
55150-225-05,1279
55150-225-05,1280
55150-225-05,1281
55150-225-05,1282
55150-225-05,1283
55150-225-05,1284
55150-225-05,1285
55150-225-05,1286
25021-671-66,1287
25021-671-66,1288
25021-671-66,1289
25021-671-66,1290
25021-671-66,1291
25021-671-66,1292
25021-671-66,1293
25021-671-66,1294
25021-671-66,1295
0002-8149-01,1296
0002-8149-01,1297
0002-8149-01,1298
0002-8149-01,1299
0002-8149-01,1300
0002-8149-01,1301
0245-1075-30,1302
16729-526-08,1303
16729-526-08,1304
16729-526-08,1305
16729-526-08,1306
16729-526-08,1307
16729-526-08,1308
16729-526-08,1309
16729-526-08,1310
16729-526-08,1311
16729-526-08,1312
16729-526-08,1313
16729-526-08,1314
0409-1159-02,1315
0409-1159-02,1316
0409-1159-02,1317
0409-1159-02,1318
0409-1159-02,1319
0409-1159-02,1320
0409-1159-02,1321
0409-1159-02,1322
0409-1159-02,1323
0409-1159-02,1324
0409-1159-02,1325
0409-9045-17,1326
0409-9045-17,1327
0409-9045-17,1328
0409-9045-17,1329
0409-9045-17,1330
0093-0109-01,1331
0338-0551-18,1332
0338-0551-18,1333
0338-0551-18,1334
0338-0551-18,1335
0338-0551-18,1336
0338-0551-18,1337
0338-0017-02,1338
0338-0017-02,1339
0338-0017-02,1340
0338-0017-02,1341
0338-0017-02,1342
0338-0017-02,1343
0832-7124-15,1344
63323-806-01,1345
63323-806-01,1346
63323-806-01,1347
63323-806-01,1348
63323-806-01,1349
63323-806-01,1350
0409-7620-03,1351
0409-7620-03,1352
0409-7620-03,1353
0409-7620-03,1354
0409-7620-03,1355
0409-7620-03,1356
0409-7620-03,1357
47335-706-52,1358
63323-201-02,1359
63323-201-02,1360
63323-201-02,1361
63323-201-02,1362
63323-201-02,1363
63323-201-02,1364
63323-201-02,1365
63323-201-02,1366
63323-201-02,1367
63323-201-02,1368
63323-201-02,1369
63323-201-02,1370
63323-201-02,1371
63323-201-02,1372
63323-201-02,1373
63323-201-02,1374
0338-1049-02,1375
0338-1049-02,1376
25021-671-82,1377
25021-671-82,1378
25021-671-82,1379
25021-671-82,1380
25021-671-82,1381
25021-671-82,1382
25021-671-82,1383
25021-671-82,1384
25021-671-82,1385
47335-932-44,1386
72516-011-01,1387
72516-011-01,1388
72516-011-01,1389
72516-011-01,1390
72516-011-01,1391
72516-011-01,1392
72516-011-01,1393
72516-011-01,1394
72516-011-01,1395
72516-011-01,1396
72516-011-01,1397
72516-011-01,1398
72516-011-01,1399
72516-011-01,1400
72516-011-01,1401
16729-484-90,1402
16729-484-90,1403
16729-484-90,1404
16729-484-90,1405
16729-484-90,1406
16729-484-90,1407
16729-484-90,1408
16729-484-90,1409
16729-484-90,1410
16729-484-90,1411
16729-484-90,1412
16729-484-90,1413
0338-3814-50,1414
0338-3814-50,1415
0338-3814-50,1416
0338-3814-50,1417
0338-3814-50,1418
0338-3814-50,1419
0338-3814-50,1420
81665-104-96,1421
81665-104-96,1422
81665-104-96,1423
