ndc_id,ndc_code,location_id
10100,61703-262-05,2
10101,61703-262-05,2
10102,61703-262-05,2
10103,61703-262-05,2
10104,61703-262-05,2
10105,61703-262-05,2
5360,61703-600-05,20
5361,61703-600-05,20
5362,61703-600-05,20
5363,61703-600-05,20
5364,61703-600-05,20
5365,61703-600-05,20
5366,61703-600-05,20
5367,61703-600-05,20
5368,61703-600-05,20
5369,61703-600-05,20
5370,61703-600-05,20
7033,61703-360-18,20
7034,61703-360-18,20
7035,61703-360-18,20
7036,61703-360-18,20
7037,61703-360-18,20
7038,61703-360-18,20
7039,61703-360-18,20
7040,61703-360-18,20
7041,61703-360-18,20
7042,61703-360-18,20
7043,61703-360-18,20
7936,61703-150-05,20
7937,61703-150-05,20
7938,61703-150-05,20
7939,61703-150-05,20
7940,61703-150-05,20
7941,61703-150-05,20
7942,61703-150-05,20
7943,61703-150-05,20
7944,61703-150-05,20
7945,61703-150-05,20
7946,61703-150-05,20
10095,61703-262-05,20
10096,61703-262-05,20
10097,61703-262-05,20
10098,61703-262-05,20
10099,61703-262-05,20
10100,61703-262-05,20
10101,61703-262-05,20
10102,61703-262-05,20
10103,61703-262-05,20
10104,61703-262-05,20
10105,61703-262-05,20
1598,72888-152-30,21
1599,72888-152-30,21
1600,72888-152-30,21
1601,72888-152-30,21
1602,72888-152-30,21
3524,72888-153-05,21
3525,72888-153-05,21
3526,72888-153-05,21
3527,72888-153-05,21
3528,72888-153-05,21
3564,72888-153-30,21
3565,72888-153-30,21
3566,72888-153-30,21
3567,72888-153-30,21
3568,72888-153-30,21
6331,72888-154-01,21
6332,72888-154-01,21
6333,72888-154-01,21
6334,72888-154-01,21
6335,72888-154-01,21
6559,72888-153-00,21
6560,72888-153-00,21
6561,72888-153-00,21
6562,72888-153-00,21
6563,72888-153-00,21
6755,72888-154-05,21
6756,72888-154-05,21
6757,72888-154-05,21
6758,72888-154-05,21
6759,72888-154-05,21
8739,72888-152-00,21
8740,72888-152-00,21
8741,72888-152-00,21
8742,72888-152-00,21
8743,72888-152-00,21
8908,72888-153-01,21
8909,72888-153-01,21
8910,72888-153-01,21
8911,72888-153-01,21
8912,72888-153-01,21
9309,72888-152-01,21
9310,72888-152-01,21
9311,72888-152-01,21
9312,72888-152-01,21
9313,72888-152-01,21
10106,72888-154-30,21
10107,72888-154-30,21
10108,72888-154-30,21
10109,72888-154-30,21
10110,72888-154-30,21
12076,72888-152-05,21
12077,72888-152-05,21
12078,72888-152-05,21
12079,72888-152-05,21
12080,72888-152-05,21
1598,72888-152-30,22
1599,72888-152-30,22
1600,72888-152-30,22
1601,72888-152-30,22
1602,72888-152-30,22
3524,72888-153-05,22
3525,72888-153-05,22
3526,72888-153-05,22
3527,72888-153-05,22
3528,72888-153-05,22
3564,72888-153-30,22
3565,72888-153-30,22
3566,72888-153-30,22
3567,72888-153-30,22
3568,72888-153-30,22
6331,72888-154-01,22
6332,72888-154-01,22
6333,72888-154-01,22
6334,72888-154-01,22
6335,72888-154-01,22
6559,72888-153-00,22
6560,72888-153-00,22
6561,72888-153-00,22
6562,72888-153-00,22
6563,72888-153-00,22
6755,72888-154-05,22
6756,72888-154-05,22
6757,72888-154-05,22
6758,72888-154-05,22
6759,72888-154-05,22
8739,72888-152-00,22
8740,72888-152-00,22
8741,72888-152-00,22
8742,72888-152-00,22
8743,72888-152-00,22
8908,72888-153-01,22
8909,72888-153-01,22
8910,72888-153-01,22
8911,72888-153-01,22
8912,72888-153-01,22
9309,72888-152-01,22
9310,72888-152-01,22
9311,72888-152-01,22
9312,72888-152-01,22
9313,72888-152-01,22
10106,72888-154-30,22
10107,72888-154-30,22
10108,72888-154-30,22
10109,72888-154-30,22
10110,72888-154-30,22
12076,72888-152-05,22
12077,72888-152-05,22
12078,72888-152-05,22
12079,72888-152-05,22
12080,72888-152-05,22
510,0409-1596-10,2
511,0409-1596-10,2
512,0409-1596-10,2
513,0409-1596-10,2
514,0409-1596-10,2
515,0409-1596-10,2
516,0409-1596-10,2
517,0409-1596-10,2
518,0409-1596-10,2
519,0409-1596-10,2
520,0409-1596-10,2
521,0409-1596-10,2
522,0409-1596-10,2
523,0409-1596-10,2
524,0409-1596-10,2
525,0409-1596-10,2
526,0409-1596-10,2
527,0409-1596-10,2
4345,0409-1434-01,2
4346,0409-1434-01,2
4347,0409-1434-01,2
4348,0409-1434-01,2
4349,0409-1434-01,2
4350,0409-1434-01,2
4351,0409-1434-01,2
4352,0409-1434-01,2
4353,0409-1434-01,2
4354,0409-1434-01,2
4355,0409-1434-01,2
4356,0409-1434-01,2
4357,0409-1434-01,2
4358,0409-1434-01,2
4359,0409-1434-01,2
4360,0409-1434-01,2
4361,0409-1434-01,2
4362,0409-1434-01,2
7404,0409-1638-02,2
7405,0409-1638-02,2
7406,0409-1638-02,2
7407,0409-1638-02,2
7408,0409-1638-02,2
7409,0409-1638-02,2
7410,0409-1638-02,2
7411,0409-1638-02,2
7412,0409-1638-02,2
7413,0409-1638-02,2
7414,0409-1638-02,2
7415,0409-1638-02,2
7416,0409-1638-02,2
7417,0409-1638-02,2
7418,0409-1638-02,2
7419,0409-1638-02,2
7420,0409-1638-02,2
7421,0409-1638-02,2
10116,0409-1660-20,2
10117,0409-1660-20,2
10118,0409-1660-20,2
10119,0409-1660-20,2
10120,0409-1660-20,2
10121,0409-1660-20,2
10122,0409-1660-20,2
10123,0409-1660-20,2
10124,0409-1660-20,2
10125,0409-1660-20,2
10126,0409-1660-20,2
10127,0409-1660-20,2
10128,0409-1660-20,2
10129,0409-1660-20,2
10130,0409-1660-20,2
10131,0409-1660-20,2
10132,0409-1660-20,2
10133,0409-1660-20,2
13228,0409-1660-50,2
13229,0409-1660-50,2
13230,0409-1660-50,2
13231,0409-1660-50,2
13232,0409-1660-50,2
13233,0409-1660-50,2
13234,0409-1660-50,2
13235,0409-1660-50,2
13236,0409-1660-50,2
13237,0409-1660-50,2
13238,0409-1660-50,2
13239,0409-1660-50,2
13240,0409-1660-50,2
13241,0409-1660-50,2
13242,0409-1660-50,2
13243,0409-1660-50,2
13244,0409-1660-50,2
13245,0409-1660-50,2
510,0409-1596-10,23
511,0409-1596-10,23
512,0409-1596-10,23
513,0409-1596-10,23
514,0409-1596-10,23
515,0409-1596-10,23
516,0409-1596-10,23
517,0409-1596-10,23
518,0409-1596-10,23
519,0409-1596-10,23
520,0409-1596-10,23
521,0409-1596-10,23
522,0409-1596-10,23
523,0409-1596-10,23
524,0409-1596-10,23
525,0409-1596-10,23
526,0409-1596-10,23
527,0409-1596-10,23
4345,0409-1434-01,23
4346,0409-1434-01,23
4347,0409-1434-01,23
4348,0409-1434-01,23
4349,0409-1434-01,23
4350,0409-1434-01,23
4351,0409-1434-01,23
4352,0409-1434-01,23
4353,0409-1434-01,23
4354,0409-1434-01,23
4355,0409-1434-01,23
4356,0409-1434-01,23
4357,0409-1434-01,23
4358,0409-1434-01,23
4359,0409-1434-01,23
4360,0409-1434-01,23
4361,0409-1434-01,23
4362,0409-1434-01,23
7404,0409-1638-02,23
7405,0409-1638-02,23
7406,0409-1638-02,23
7407,0409-1638-02,23
7408,0409-1638-02,23
7409,0409-1638-02,23
7410,0409-1638-02,23
7411,0409-1638-02,23
7412,0409-1638-02,23
7413,0409-1638-02,23
7414,0409-1638-02,23
7415,0409-1638-02,23
7416,0409-1638-02,23
7417,0409-1638-02,23
7418,0409-1638-02,23
7419,0409-1638-02,23
7420,0409-1638-02,23
7421,0409-1638-02,23
10116,0409-1660-20,23
10117,0409-1660-20,23
10118,0409-1660-20,23
10119,0409-1660-20,23
10120,0409-1660-20,23
10121,0409-1660-20,23
10122,0409-1660-20,23
10123,0409-1660-20,23
10124,0409-1660-20,23
10125,0409-1660-20,23
10126,0409-1660-20,23
10127,0409-1660-20,23
10128,0409-1660-20,23
10129,0409-1660-20,23
10130,0409-1660-20,23
10131,0409-1660-20,23
10132,0409-1660-20,23
10133,0409-1660-20,23
13228,0409-1660-50,23
13229,0409-1660-50,23
13230,0409-1660-50,23
13231,0409-1660-50,23
13232,0409-1660-50,23
13233,0409-1660-50,23
13234,0409-1660-50,23
13235,0409-1660-50,23
13236,0409-1660-50,23
13237,0409-1660-50,23
13238,0409-1660-50,23
13239,0409-1660-50,23
13240,0409-1660-50,23
13241,0409-1660-50,23
13242,0409-1660-50,23
13243,0409-1660-50,23
13244,0409-1660-50,23
13245,0409-1660-50,23
510,0409-1596-10,24
511,0409-1596-10,24
512,0409-1596-10,24
513,0409-1596-10,24
514,0409-1596-10,24
515,0409-1596-10,24
516,0409-1596-10,24
517,0409-1596-10,24
518,0409-1596-10,24
519,0409-1596-10,24
520,0409-1596-10,24
521,0409-1596-10,24
522,0409-1596-10,24
523,0409-1596-10,24
524,0409-1596-10,24
525,0409-1596-10,24
526,0409-1596-10,24
527,0409-1596-10,24
4345,0409-1434-01,24
4346,0409-1434-01,24
4347,0409-1434-01,24
4348,0409-1434-01,24
4349,0409-1434-01,24
4350,0409-1434-01,24
4351,0409-1434-01,24
4352,0409-1434-01,24
4353,0409-1434-01,24
4354,0409-1434-01,24
4355,0409-1434-01,24
4356,0409-1434-01,24
4357,0409-1434-01,24
4358,0409-1434-01,24
4359,0409-1434-01,24
4360,0409-1434-01,24
4361,0409-1434-01,24
4362,0409-1434-01,24
7404,0409-1638-02,24
7405,0409-1638-02,24
7406,0409-1638-02,24
7407,0409-1638-02,24
7408,0409-1638-02,24
7409,0409-1638-02,24
7410,0409-1638-02,24
7411,0409-1638-02,24
7412,0409-1638-02,24
7413,0409-1638-02,24
7414,0409-1638-02,24
7415,0409-1638-02,24
7416,0409-1638-02,24
7417,0409-1638-02,24
7418,0409-1638-02,24
7419,0409-1638-02,24
7420,0409-1638-02,24
7421,0409-1638-02,24
10116,0409-1660-20,24
10117,0409-1660-20,24
10118,0409-1660-20,24
10119,0409-1660-20,24
10120,0409-1660-20,24
10121,0409-1660-20,24
10122,0409-1660-20,24
10123,0409-1660-20,24
10124,0409-1660-20,24
10125,0409-1660-20,24
10126,0409-1660-20,24
10127,0409-1660-20,24
10128,0409-1660-20,24
10129,0409-1660-20,24
10130,0409-1660-20,24
10131,0409-1660-20,24
10132,0409-1660-20,24
10133,0409-1660-20,24
13228,0409-1660-50,24
13229,0409-1660-50,24
13230,0409-1660-50,24
13231,0409-1660-50,24
13232,0409-1660-50,24
13233,0409-1660-50,24
13234,0409-1660-50,24
13235,0409-1660-50,24
13236,0409-1660-50,24
13237,0409-1660-50,24
13238,0409-1660-50,24
13239,0409-1660-50,24
13240,0409-1660-50,24
13241,0409-1660-50,24
13242,0409-1660-50,24
13243,0409-1660-50,24
13244,0409-1660-50,24
13245,0409-1660-50,24
1338,0338-0017-02,12
1339,0338-0017-02,12
1340,0338-0017-02,12
1341,0338-0017-02,12
1342,0338-0017-02,12
1343,0338-0017-02,12
4006,0338-0017-31,12
4007,0338-0017-31,12
4008,0338-0017-31,12
4009,0338-0017-31,12
4010,0338-0017-31,12
4011,0338-0017-31,12
5015,0338-0023-02,12
5016,0338-0023-02,12
5017,0338-0023-02,12
5018,0338-0023-02,12
5019,0338-0023-02,12
7593,0338-0023-04,12
7594,0338-0023-04,12
7595,0338-0023-04,12
7596,0338-0023-04,12
7597,0338-0023-04,12
8628,0338-0017-18,12
8629,0338-0017-18,12
8630,0338-0017-18,12
8631,0338-0017-18,12
8632,0338-0017-18,12
8633,0338-0017-18,12
9486,0338-0017-10,12
9487,0338-0017-10,12
9488,0338-0017-10,12
9489,0338-0017-10,12
9490,0338-0017-10,12
9491,0338-0017-10,12
9492,0338-0017-11,12
9493,0338-0017-11,12
9494,0338-0017-11,12
9495,0338-0017-11,12
9496,0338-0017-11,12
9497,0338-0017-11,12
10134,0338-0023-03,12
10135,0338-0023-03,12
10136,0338-0023-03,12
10137,0338-0023-03,12
10138,0338-0023-03,12
12082,0338-0017-41,12
12083,0338-0017-41,12
12084,0338-0017-41,12
12085,0338-0017-41,12
12086,0338-0017-41,12
12087,0338-0017-41,12
12155,0338-0017-03,12
12156,0338-0017-03,12
12157,0338-0017-03,12
12158,0338-0017-03,12
12159,0338-0017-03,12
12160,0338-0017-03,12
13583,0338-0017-38,12
13584,0338-0017-38,12
13585,0338-0017-38,12
13586,0338-0017-38,12
13587,0338-0017-38,12
