uq_duns,oai_count
3026147808,1
3012553246,1
3008298016,1
3005871025,3
2011035,2
3013927023,3
1000110034,1
3003747592,2
3009590582,3
3007295883,1
3018035065,1
2246824,3
3022210898,1
3003469576,1
3008712484,1
1218914,4
1450763,1
3003921470,1
3008932049,2
3005897621,1
3009814715,1
2242327,2
3012323885,1
3005124189,3
1031041,1
3017371366,1
3008611487,1
1922337,1
3008581988,1
3002443240,1
2026940,3
1626310,4
3004876794,2
3014015976,2
3014109782,1
3008861619,1
3013239969,3
1250013,2
3007253462,1
3012013973,1
2431841,1
3002616986,1
1915076,1
3015928879,1
3004610460,3
3010165392,1
3024611819,1
3004731564,3
3010744574,1
3007450508,2
3012234853,1
3015283219,2
3004758248,1
3007751703,9
3023259471,2
3005702355,1
1417519,2
3023815166,1
3011627411,2
3023890987,1
1921601,1
3023878838,1
2025064,1
3003094018,1
3004011473,1
3004858203,1
3007618410,2
3002807511,3
3019411371,1
3003973520,1
2246857,1
3004086192,2
3005841768,1
3003767891,1
2517008,1
3006658780,1
3015269827,1
3004845420,4
3016775373,1
3009331372,1
3002960047,1
3002686308,1
3003569803,1
3007562389,1
3006900385,2
3002806922,2
3007317099,2
1000171152,1
3003659249,1
3010241801,3
3023464259,1
3008941209,1
3000204955,3
1920841,1
3007652252,2
3017871874,2
3011196914,1
3022938366,1
3012285699,1
3005029956,1
2435254,3
3015145884,1
2627511,6
3011967886,2
1000135880,3
3004943112,1
3001697625,1
3003598505,2
3020491814,1
3023493558,1
3010166780,1
3009768800,1
3003096558,1
3014278936,1
3011761882,1
3001238690,1
1818911,1
1950348,8
1036352,1
3005320466,3
3008927553,1
3011545418,1
3001184984,2
3003908435,1
3004081307,3
3016076203,1
3001432470,4
3015237167,1
3002807979,2
3011572099,1
3019300800,1
3015826782,1
3014117482,1
3011887629,3
3003982153,1
3003348498,2
1940465,4
3006895982,3
3003945152,1
3015168914,1
3002750286,1
3011622931,1
1413475,3
3007616930,1
3011069063,1
3005519645,2
1035794,2
3017303868,1
3015320016,1
1215362,1
3022205731,1
3004497364,2
1450022,2
3010589333,3
3009872426,1
3002892007,1
1310093,2
3005757050,1
3022075106,1
3014982757,2
1833240,2
3004450713,1
3021955067,1
3021693832,1
3003079019,1
3004555163,2
1480772,2
3017060030,1
3003838850,1
3004672766,1
3011585599,1
2246848,2
3020256087,1
1912225,1
3009729473,1
3002809586,4
3012369470,1
2650091,1
3010738198,1
3010371376,1
3021539793,1
3010680515,5
3004380893,1
3003912437,1
3002869527,2
3011158388,6
3015595236,1
3016927597,1
3017227582,1
3002807424,4
3006191612,1
3011856764,1
3012048333,3
3009095898,1
3006441852,1
3002807512,2
3005202232,2
3017183921,1
3016750083,1
1000086700,1
3001587133,1
3008275696,3
3010052264,1
3004966182,2
3015252551,2
3015158417,1
1931182,1
3012303419,1
3006435842,3
3015859129,2
3014229024,1
2012546,1
3003535240,1
3011402904,2
3000215611,3
3010972581,3
3013559620,2
3015500516,1
1913396,1
1000512361,1
3011408975,1
3004286071,2
1000119582,3
3014623896,1
1000418405,1
3001239108,1
3014386146,1
3001576820,2
3013263547,1
3005000375,1
3012465222,2
3018035114,1
3020918925,1
3013947845,1
3020460374,1
3014068680,1
3002664348,1
1000125638,1
3005796917,1
3010138966,1
1619076,2
3010490167,4
3008769612,2
1317759,1
1000113240,1
1000174332,3
2083633,1
3016866993,1
1618285,1
3014171113,3
3012484129,1
1000221509,1
3019794456,1
3009095423,1
3002523846,1
3009840089,1
3000203462,1
3009174563,1
3007517881,2
3017716431,1
3013479261,1
3013705271,3
3018116910,3
1000028052,7
3008259785,4
3002764676,1
1941150,1
3003054732,1
3013352224,1
3005269673,1
3013847493,1
3014373428,2
3009127876,2
3011020725,2
1250045,2
1048788,2
3008302967,2
3014384422,2
3016661283,1
3011219618,1
3006691461,2
3012030543,2
3013443567,1
3016117472,1
3019329346,1
3011319445,3
3014573577,1
3017622664,1
3004758431,1
1018573,3
1000526875,1
3004429449,2
3014391500,1
3009921075,1
3005976760,2
3026274805,2
2027158,2
3012816585,1
3017760842,1
3006489197,7
3016690411,1
3003734940,3
3009712882,2
3004378446,2
3004021253,2
3015235235,2
3005564386,1
3004763201,2
3016710945,1
3017155458,2
1220701,2
3014483112,2
1000135238,1
3015174203,1
3002835459,2
3016760965,1
3012223534,3
3000204154,2
1000525249,2
3003273521,2
1311209,1
1629952,2
3012063246,1
2027164,2
3015474688,2
3010580682,1
2411192,1
3010810839,2
3011286349,4
3014685473,2
1250001,2
3004841580,4
3001032341,1
3012937475,2
1150023,6
3004474370,6
3008268262,1
3012877692,1
3012907473,2
3011530695,1
3009481791,1
3008596674,1
3011691465,3
1946524,1
3010943533,2
3018118045,1
3018061341,1
3011772828,3
3015448605,1
3011692533,1
3018101540,1
3004378632,1
3001451695,1
3010165327,1
1915499,1
3015451503,1
3003693795,2
3009744960,2
3014538924,1
3012884265,1
3016413581,1
1000251214,1
1413787,1
3005351861,1
3006701521,1
3013024146,2
2114199,1
3010043160,2
3017517342,2
3000204079,3
3006271438,1
1000446007,1
3012144557,1
3012353600,1
1000110912,1
3002889358,2
3017159096,1
3016927347,1
3005734706,2
3007007565,1
3010536120,2
3003173295,2
3000243857,1
3002679704,1
3000205427,1
3016458098,1
1611206,5
3014050858,1
3003585876,1
3004737602,1
3005694111,5
3013854204,2
1910619,4
3009407408,1
3009876430,1
3006688078,3
1000149906,2
3010910756,1
3013556857,1
3008488415,2
3003093882,1
3012481086,1
3014773436,1
3015417637,2
3009658676,2
3009992123,1
3003194604,2
3005013465,1
3004291002,1
1000149895,1
1950222,9
3015554399,1
3002808161,1
3012228225,1
3010211239,1
3002808102,1
1931484,5
3011430127,1
1000183111,1
3015617746,1
3015658387,1
3004664162,1
3006717635,4
3004102002,1
3015347707,1
3007240297,1
3009892875,2
3007379141,1
3003297374,3
3013913234,2
3009167769,1
3010960741,1
1629694,2
3008425092,1
1000160561,1
3015636426,1
3012228279,2
3006177509,2
3008029795,1
3005073828,2
3015667771,2
3008307548,2
1025483,3
3007373532,1
3006435023,1
3015651362,1
3011425900,2
3015131327,1
3013162819,2
3010033797,1
3005947959,1
3004133725,3
3015767533,1
3015766791,1
3011849882,2
3014324616,1
3014616341,1
3014466792,1
3010166882,1
3012034737,1
3009968674,2
3008316085,1
3003407422,8
3005339091,1
3006813597,1
3012039582,2
3005508657,1
3012491944,1
3015536439,1
3005977675,2
3009223273,1
3010165627,1
3012213311,1
3003972438,2
3012097599,1
3003343209,2
1219592,1
3006412304,2
3015316526,1
3004513714,1
3021059,3
3010177428,1
1417188,2
3008846564,1
3007544618,1
3015358337,1
3006339577,1
3011481600,2
3010924627,1
3013761135,1
3009042626,1
3009647084,1
3002516234,3
3003672514,2
3015275715,2
3007628845,1
3006114593,1
3002614375,1
3008311641,1
3009449945,1
3006449177,1
3003926820,2
3003808759,1
3012104093,2
3011084341,1
3008350682,1
3007271263,3
1038251,1
3002785310,1
3009085684,2
3008527957,1
3013931875,1
3007291509,4
3008932054,1
3003301821,1
3013957857,2
3015381220,2
3003231743,1
3005409881,1
3007488106,1
3003849542,1
3009093782,1
3008250236,4
3008695101,1
3015248970,1
3001504726,2
1913592,1
3002984011,3
3015212514,1
3012053582,1
3015213291,1
1000136063,1
3013345425,1
3004536846,1
3014877770,1
3005619485,1
3015173289,1
3010636005,1
1000218385,1
3014539004,1
3002806462,2
3015238172,1
3008481002,1
3014325105,1
3003620800,1
3004455116,1
3010822322,1
3012390454,1
3002468086,3
3010015659,2
3013956190,2
1921541,1
3009727070,1
3009271465,1
3015163407,1
1917801,1
3003727322,1
3003939253,3
3005151215,3
1912875,1
2523696,1
3009864318,2
3014824985,1
3005781562,3
3006372310,2
1042599,2
3004611182,1
2511349,1
2432212,1
3004819820,1
3011778211,1
3006031801,3
1383212,4
2650089,2
3012448465,1
3006370489,1
3002946837,1
3014597434,1
3007549629,3
3010922197,2
3004712471,2
3013558030,1
3009729392,1
3003483729,4
3003112911,1
3014601588,1
3009469622,1
2130055,2
3003144728,1
3011888866,2
3001321832,1
3003220372,1
3014316062,1
1000525281,1
3009188709,1
3012555723,3
3014797893,1
1641406,1
2020632,1
3003637491,1
1000306857,3
3003832984,1
3010770024,1
3011109313,1
3006217304,2
2023713,1
3003380618,6
3001606885,1
3000719772,1
3013207472,1
3012315020,1
3003139089,1
3005216842,2
3012375554,2
3001237964,1
3011513131,1
3011780163,1
3001452204,1
3007347008,1
3002759467,1
3013446837,1
3010869933,1
3006137363,1
3004839646,2
3007474872,2
3010212308,1
3002719998,2
3011043554,2
3004132818,3
3009499217,2
3002901096,1
3012174424,1
2127118,1
3014461693,1
3007426960,1
1925262,4
3006368496,1
1000113778,2
3005868972,1
3002981536,2
3009699696,1
3010166722,1
3009192575,3
3003885745,1
3008529478,1
3011893599,2
3014255271,1
1053442,2
3000206685,1
3004475754,1
3006800017,1
3008694072,1
3005000348,1
3013217028,2
3014480778,1
3014454961,1
3005089639,2
3002908878,3
3003780900,2
2021236,2
3000118564,1
3011794780,1
3013511339,1
3014376767,1
3010115702,1
3013306140,2
3013680093,1
3012114283,1
1610490,2
3006763819,1
3014466525,1
3014133792,1
1000125317,1
3002619387,1
3012124170,2
1921719,1
3010166805,1
3006702034,1
3011688532,2
3004002973,3
1419498,5
3014406964,1
3001576415,1
3009898968,1
3004483463,1
3012045126,1
3008229416,1
3006621470,1
3010039727,2
3004819810,2
3012669715,2
3006102089,1
3008785460,1
3000779542,1
3012068828,1
1000120212,1
3013958011,1
3005051736,2
3003967524,2
3013978005,1
3006266338,1
3003854110,2
3008386908,3
3011007272,3
1051203,1
3013658933,1
3006585888,1
3006528506,1
3014248824,1
3014264608,1
3007998963,1
3010165224,1
3011060456,1
3007808836,1
3010421557,1
3007124044,1
3004483441,4
3014291533,1
3011769075,1
3004982260,2
3014188233,1
3007934424,2
3002754162,2
3011596846,1
3005693151,1
3011783104,1
2023751,1
3003090962,1
3003978209,2
3005644727,1
3004886113,1
3001162146,1
3004733425,2
3013995728,1
3011289655,1
3013138338,1
3004504906,3
3006644152,1
1000117234,5
3005482889,2
3011055149,3
3004153061,4
3000717703,3
3012486311,1
3012138762,1
3007045542,5
3001164052,1
3003906415,1
2242985,4
3004158845,1
3005155593,2
3000219354,1
3006418686,3
3002757783,2
3011460262,1
3002955163,1
3010166895,1
3006755618,1
3011903543,2
3009878984,1
3013306137,2
3012306417,1
3009603151,1
3004585453,1
3002808534,2
1972829,2
1020139,5
3009336980,1
3003091092,2
3011798296,1
3011543431,1
3012903349,1
3005742706,1
3001670917,1
3005660579,1
3003982646,1
3005832998,1
3010683157,2
3004414652,2
3011090864,1
3004033751,1
3004962092,1
3012966715,1
3005921257,2
3000287309,1
3003418287,1
3013030904,1
3003338476,1
3010165567,1
1000373305,1
3006213806,1
3006572203,2
3007320708,1
3008004582,1
3005877120,1
1980316,1
3004459466,2
3000199542,1
3011568793,1
3005115135,1
3010247043,1
3003610251,1
3011942686,1
3007372558,1
3009769207,1
3010404505,1
3010387028,1
3006460758,1
3009773851,1
3013444075,1
3013628906,1
3003340745,1
3011509553,2
3012888346,1
3013559264,1
3004881534,1
3008559304,1
3012184662,1
3013436443,1
3010836489,3
3010784755,1
3013670025,1
3009436720,1
3013497126,1
3004102971,1
1000223178,1
3011123993,2
3011775721,1
3010839113,2
3010632712,1
3013442632,1
3012366186,1
3012271380,1
3004969894,5
3010166880,1
3013330273,1
3010163907,1
3002807242,1
3002683524,1
1047240,3
3006447041,1
3012316632,1
3008655176,1
3001431455,1
3002806569,1
3008260036,1
3010166452,1
1000076625,1
3006739366,1
3005081370,2
3003516782,1
3006370331,1
3013448581,1
1824467,1
3005457901,1
3010166941,1
3003031339,2
3005241015,1
3008231170,2
3004619185,1
3003677831,2
3005684792,5
3003092574,1
3007957196,1
1922249,1
3004096643,1
3011476755,1
3004859058,1
3013452490,1
3010671652,1
3004506176,1
3003519498,3
3004486825,1
3004060039,1
3004600183,2
3010167039,1
3013345770,1
3003887639,2
3007931994,1
3008221060,1
3010518986,1
3006442227,1
3011837323,3
3011717652,1
3013345757,1
3008862488,2
3008328782,2
3012160163,2
3013350442,1
3003546340,2
3004593468,2
3009143510,1
3011688905,1
3011430551,2
3003447972,2
1000174711,2
3010166363,1
3011486213,1
3002949085,2
3004085558,1
3003460347,1
3012788109,1
3011752429,3
3009719616,1
3007487989,1
3012299349,1
3011473501,1
3009490758,1
3006549835,2
3006089725,1
3008523281,1
3013118095,1
3005853921,1
3012178852,1
3003802404,2
3009206013,1
3004034796,4
3012669716,1
3005587213,1
3013236711,1
1000121499,2
3012823477,1
3004516706,2
2130351,1
3012151078,1
3005186075,1
3006375239,1
3007720135,1
3010199915,2
1525385,1
3012855072,1
3010829786,1
3009883261,1
3004138658,1
3002816388,1
3003525539,1
3004948283,2
1000399435,1
3010656208,1
3010747421,1
3012729025,1
1712956,1
3008307735,1
3012690073,1
3004610520,1
3008581406,1
3010469933,1
3004149463,1
3009653722,1
3012119346,2
3003909192,4
1000517647,1
3006362781,1
3006072852,1
3008294355,1
3010219111,1
3012828918,2
1000126533,2
3012716728,1
3012619291,1
3004393766,1
3004453513,1
3004421212,2
3010087152,7
3003574426,1
3008481334,3
3009275897,2
3012837733,1
3011827553,1
3011761321,1
3004083931,1
3003634098,1
3012384902,1
3004982352,1
3009228834,1
1629988,1
3006899835,1
3011990201,1
2618677,5
3012718293,1
3004488338,1
3012733828,1
3009271645,1
3010280514,1
3004168148,2
3012773475,1
3012283425,1
3012188090,1
3011412185,2
1530045,1
3003749017,1
3005587313,1
3012346039,1
3006228598,13
3008256667,1
3011761505,1
1419181,1
3005630265,1
3008746159,3
3012113857,1
3006141618,1
3012248071,1
3004058356,1
3007028032,1
3002784388,1
3012107499,1
3005306722,5
3012242764,1
3012124155,1
3005063169,1
3006118922,1
3002806711,2
3008910005,1
3004504829,2
3012086997,1
3012384835,1
2131087,1
3012410440,2
3012116497,1
3012316476,1
3004215358,1
3008343466,1
3003916387,1
3003632442,1
3003531601,1
3012335395,1
3012292690,1
3003599643,1
3012301476,1
1000488360,1
3012360920,1
3002806840,1
3004577394,1
3012217113,1
3003183265,1
3011432609,1
3012327274,1
3006795842,1
3012194441,1
3010679196,1
3011028213,1
3012327563,1
3010603689,1
3006899675,1
3006317860,1
3004375014,1
3012054959,1
3012289794,1
3012289984,1
3002807304,1
3008077936,1
3012248018,1
3004483648,1
3012194421,1
3011007486,1
3011830726,1
3011624368,1
3008408337,1
3003789425,1
3012153909,1
1000080028,2
3003735573,1
3010462471,1
3004117396,2
3012036684,1
3012038210,1
3012150786,1
3012157022,1
1000123669,1
3006164918,1
3011688524,1
3010887001,1
3005597807,1
3012200488,1
3006560479,1
3008213711,3
3003436217,1
3011786434,1
2074359,1
3001298034,3
3006252626,1
3004364074,1
1000525461,2
3012038236,1
3012094505,1
3004613997,1
3002808537,3
3009486960,1
3006254924,1
3012119287,1
3004660427,1
3003947557,1
3012095980,1
3004055563,1
3006055465,2
3008933400,1
3012014525,1
3012080718,1
3010095233,1
1420913,2
3011461901,1
3011639175,1
3012039464,1
3003671775,2
3002644678,1
3002875215,1
3012017760,1
1921258,1
3008301076,1
3008766221,1
3008519597,1
3011061340,1
3010307355,1
3006028606,1
3006016750,1
3011755158,1
3009278506,1
3005529620,1
3005231215,1
3005664940,1
3007535890,1
1000371043,1
3008927138,1
3011870779,1
3011935870,1
3003394260,1
3009242644,1
3002681694,1
3001722961,1
3002808500,1
3011927499,1
3003910088,1
3011936057,1
1831143,1
3011857239,1
3008297643,1
3002749414,1
3010532174,1
3011788103,1
2434807,2
1000113908,1
3000287096,2
3011851077,1
3011707930,1
3003828267,1
2227345,1
3003511617,4
3006512913,1
3000718824,1
3011898105,1
3008866577,1
3003135337,1
3011714464,1
3000278206,2
3011029136,2
3008688061,2
3011886110,1
3011804748,1
3008471866,1
3003255171,3
3002807299,1
3004598644,1
3004395180,1
1925774,1
3006577714,6
3011823099,1
3003369660,2
3010143914,1
3011691193,1
3010147151,1
3007710622,1
3011595566,1
1525457,1
3004562873,1
3006101483,1
3008640596,1
3002737059,1
3010530333,1
3011701716,1
3011593655,1
3010157885,1
3011596842,1
1000137645,1
3011814980,1
3007721552,1
3006014626,2
3005180755,2
3011805226,1
3004599113,1
1318506,1
3011770053,1
3006643956,2
3002773156,1
3008618917,1
3011255761,1
3011711898,1
3005256616,1
3004578527,1
3023801,1
1926719,1
3005148724,1
3011620292,1
3011681925,1
3011614021,1
1000344305,1
3005652193,1
3009500482,1
3003687986,1
3007892954,1
3011462469,1
3002681033,1
3011063643,1
3008996626,1
1024883,1
3011071528,1
3002708794,1
3011573825,1
3002535375,1
3005530267,1
3008117347,1
3010055376,1
3003735151,2
3008815009,2
1000120110,2
3008783879,1
3009718934,2
3010894175,1
3011536648,1
3011696997,2
3011677351,1
3006594435,1
3004391730,1
3011656880,1
1527137,5
3003598653,1
3009443653,1
1000111130,1
3004969602,1
3010166847,1
3003768199,1
3011609084,1
3011581046,1
3004603767,1
3001617778,1
3011059443,1
2523348,1
3009339896,2
1000166776,2
1000222037,2
3004820022,1
3011638445,1
3011630209,1
3005440817,1
3011394698,1
3011438561,1
3004268965,2
3011604052,1
3011421557,1
1384563,1
3003631275,1
3000207042,1
3009842420,3
1000516325,1
3011508629,1
3001451618,1
3001229385,1
3009958594,1
3009474948,1
3008350507,1
3004578635,1
3013995812,1
3001878625,1
3005289335,2
3002127548,1
3009766280,2
3011318946,1
3011504027,1
3001239150,1
3011454550,1
3004110157,1
3011501377,1
3009740213,1
3006986091,1
3008933231,1
3006895951,1
3005761912,1
3011146025,1
3010607663,1
3007250542,1
3010894019,1
3004370528,3
3005995608,1
3011412349,1
3010998746,1
3010120070,1
3004979689,1
3005333884,1
2246811,1
3011396023,1
3010944350,1
3011417907,1
3011153286,1
3003671545,1
2126636,1
3003804593,1
3002401385,1
3004218330,2
3010535977,1
3001329340,2
3011441000,1
3007942369,2
3002821216,4
3003644098,1
3000204465,5
3005979423,1
3010164414,2
3010106310,1
3007287078,1
3010067678,1
3009422393,1
3008480041,1
3007934434,1
1626573,1
3008290530,1
1000221369,1
3002808503,2
3011233617,1
3011402879,1
3006486156,1
3007719313,2
3011014614,1
3010476065,1
3008831578,1
3011364861,1
1000135461,1
3011108244,1
3011357279,1
2211017,1
3011278953,1
3007512701,1
3005239785,2
3004540156,2
1642813,2
3004938047,1
3006406317,1
3006171173,1
3003724330,1
3011053151,1
3008990081,2
1629861,1
3011100644,1
3005472652,1
3005709321,1
3005447965,1
3005317521,1
3010026564,2
3000204447,2
3004769268,1
3011058188,1
3010606226,1
3011238771,1
3011056931,1
3011274409,1
3011275322,1
3005084110,1
3007315397,2
1450316,1
3011123156,1
3010099772,2
3008364285,1
3006996287,4
3009127255,1
3037651109,1
1944921,1
3011020371,1
1527294,1
3010984686,1
3000199569,1
3010952294,1
3011180468,1
2477600,1
3011193301,1
3011067227,1
3003630144,1
3001518810,2
3002787468,2
3006595385,1
3002791246,1
3002796963,1
3011123163,1
3009803267,2
3004526075,1
1020294,2
3011074473,1
3008412159,1
3011078156,2
3001603179,2
3000215693,1
3007166802,3
3011082279,1
3010156208,1
3011116100,1
3010977321,1
3003987288,2
3008954658,1
3002806766,2
3008197162,1
3011130315,1
3002621435,1
3005391593,1
3010737221,1
1943943,1
3003644515,1
3009805360,1
3003512842,1
3010454802,1
3010838089,1
3011132849,1
3008938326,1
3006376518,1
3010838077,1
3010241907,1
1000220148,1
1051570,1
3002883575,1
3004600090,2
3007574780,1
1621802,6
3004233940,1
3003264407,1
3003276205,1
3010832007,1
3010774032,1
3010078549,3
3005144312,1
3006028555,2
3003434972,3
3010635868,1
3010836220,1
3007648351,2
3003412987,1
1000120002,1
3003164067,1
1383116,2
3008238227,1
3005085928,2
3004486423,1
2000010324,1
3011004180,1
3007257693,1
1000220363,1
1019820,2
1000100855,1
3010911464,1
3004753417,2
3005566936,1
3002792224,1
3004756270,1
3007163789,1
3004153003,1
3010716483,1
1383341,1
3011012927,1
3003939216,1
3012681020,2
3004944629,1
3010987658,1
3005580627,1
3002808514,1
3007181436,3
3010938139,1
3010981181,1
3010490215,1
3010281326,1
3004378804,1
3003813519,1
3006484122,1
3010162394,1
3008975772,1
3010955218,1
3009290063,1
3002808041,1
3003053170,1
3005331940,2
3004596923,1
3000215680,5
3010733856,1
2129498,1
3000204927,1
3003576260,1
3003381432,2
3002807297,2
3003141724,1
3003263118,1
2210008,1
3004043079,1
3008585532,2
1000492333,1
3008846597,1
3004971302,1
3010563286,1
3010737246,1
2523257,1
3006076314,1
3010598266,1
3006948403,1
3010820545,2
1217243,2
3007021905,1
3010823543,1
3010825955,1
3010482178,1
3010718653,1
3010739242,1
3006499837,3
1000125216,7
3003002370,3
3010796560,1
1000514596,1
3009866948,1
1519257,6
3010711931,1
3010769073,1
3008446871,1
3007349130,1
3010751543,2
3008613324,1
3024341,1
3004061967,1
3004443273,1
3006769712,1
3008981770,1
3004640070,1
3005210225,1
3003353853,1
3007343484,3
3009192024,1
3010635938,1
3006691656,1
3010149843,1
1000305948,1
3010728609,1
1000119976,1
3010738011,1
3010738128,1
3008402250,1
3003887109,1
3010349464,1
1384453,1
3010510395,1
1316590,1
3006143547,1
3010712394,1
3007018091,1
1626491,1
3000205967,1
3004835647,1
3010506849,1
3009399806,1
3008545334,1
3004006654,1
3005566735,1
3003619709,1
3010349457,1
3009501339,1
3003965615,1
3010667114,1
3010533926,1
3002807173,1
3008534548,1
1000597585,2
1000391015,1
3005202703,1
3005287250,1
3002775853,2
3001451326,2
2011163,1
3010392517,1
3005625732,1
1282965,1
3007174596,1
3010223386,1
3010581040,1
3004161432,1
3010666567,1
3010402064,1
3001174929,1
3004544153,1
1000120311,5
3007803313,1
3008823545,1
1000118926,1
3008723337,1
3004407863,1
3006481857,1
3010657600,1
3009685660,1
1038197,1
3003732116,1
3010338088,1
3004918322,1
3004820464,1
1927976,1
1000161249,1
3010633613,1
3005466325,1
3004461391,1
3002807260,1
3005656140,1
3010391925,1
1019003,3
3007581821,1
3010370861,1
3001236851,1
3007204218,2
1000220240,1
2246686,1
1000113612,1
3010492449,1
3007200605,1
3010580365,1
3009509818,1
1000138425,1
3010260678,1
3010533670,1
3006174137,1
3010285019,4
3014669549,1
3004459274,1
3010538416,1
3004985718,1
3008919948,1
3007084136,2
3004206973,1
3010247538,1
3005021979,1
3004490277,2
3010093195,1
3009509475,1
3004951642,1
3006624348,1
3005409363,1
3008071495,1
3008448600,1
3010349469,1
3003302735,2
1650293,1
3010450840,1
3010346131,1
3010302732,1
3006257565,1
3007322782,1
3010273514,1
3010332063,1
3008773783,2
3003744377,2
3010433194,1
1000170338,1
3004896392,1
1000237659,1
3010267279,1
3010489800,1
3005256547,2
3010239945,1
1000119936,1
3010224777,1
3008316000,1
3004987365,1
3006503102,1
3009815000,3
3002161292,1
3010362932,1
3006388896,1
3006365166,1
1035703,1
3010364251,1
3004586701,1
3010306581,1
2022474,5
3004668624,3
3003360907,1
1824979,1
3010283065,1
3010074154,1
3010024957,1
3010086972,1
3003633738,1
1824975,1
3009864179,1
3010366766,1
3009510975,1
