uq_duns,oai_count
3010102941,1
1051558,1
3010007624,1
3010185641,1
3003809882,1
3007351309,1
3010253531,1
3010336557,3
3010292268,1
3005720500,1
3009992148,1
3006733171,3
3010132195,1
3010297730,1
3002935417,1
3010210468,1
3009865009,1
3007503037,2
3004897377,1
3010230530,1
3005216662,1
3009641885,2
3009707504,1
3010260624,1
3010132216,1
3002937541,1
3010227043,1
3000960747,1
3004294797,1
3003239568,1
3010009409,1
3009964463,1
1970355,1
3010182935,1
3010091389,1
3010182931,1
3010142053,1
3009429180,1
3004512666,1
3010138123,1
3003825704,1
3010223213,2
3005893178,1
3010112437,1
3003360719,1
3002429172,1
1000307800,3
3008802810,1
3004733149,2
3010199183,1
2250102,4
3001237113,1
3010225496,1
3010193259,1
3010157687,1
3006743992,1
3010143781,1
3011304354,3
3009925866,1
3010027107,1
1000221847,1
2020808,1
3004315824,3
3010145623,1
3010116308,1
1000160050,1
3010148993,1
3009311943,1
3010098552,1
3006754688,2
3004951672,1
3004148857,1
3010477,1
3008240772,1
3010091388,1
3004114003,1
3010071058,1
3010101049,1
3007197995,1
3004218327,1
1384511,1
3010131060,1
3009073476,1
3004536451,1
3008164370,1
3010083157,1
3010089853,1
1911196,2
3000203232,1
3010027098,1
3005236450,1
3004418115,1
3010098837,1
3009959924,1
3002902471,2
3010078541,1
2431825,1
3006489293,1
3010084286,1
3004317386,1
1822861,1
3009805427,1
3002128313,1
1000138964,1
3007527278,1
3009724085,2
3006677294,1
3009956902,1
3003914943,1
3006306504,3
3003254930,2
3003426453,1
3005553411,1
3003569504,1
3008335877,1
3003732635,1
1000221951,3
3003233369,1
3006359068,2
3003973137,1
3009991059,1
3004497213,4
3004182921,3
1940172,1
3008724211,1
3008575486,1
3006345305,1
3004813928,1
3009393856,1
3009869658,1
3002596670,1
1050280,1
3071347,1
3007788165,1
1911445,4
3001452902,1
3001779702,2
1000220451,2
3002864855,1
3009988995,1
3009885851,1
3009832433,1
3005602667,1
3005683398,1
3009984688,1
3003269328,1
3002808411,1
3004385661,1
3009473602,1
3004393005,1
3009946163,1
3009861491,1
3009925820,1
3009695858,1
1000523068,1
2000044401,1
3001833549,2
3009794745,1
3008065565,1
3033007964,9
3006748698,1
3006729016,1
3009703303,1
3009924992,1
3002807972,1
3006145876,2
1000117200,1
3009855773,1
3009803643,1
3000210902,1
3000207101,1
3003806005,2
3008855139,1
1000149665,1
3009712793,1
3009633546,1
3009695624,1
3009689842,1
3006643484,1
3001236616,1
3005289365,1
3009847113,1
2939651,1
2024830,1
3007091297,1
3008314161,1
3009832610,1
3003565597,1
3009839038,1
3009860638,1
3007150293,2
3005962855,1
3009793893,1
3002806556,1
3005881167,1
3005711227,1
3009688205,2
3009633252,1
3008324680,1
3009751999,1
3006368299,1
1819171,1
3002806504,1
3008707363,1
3008606075,2
3006997964,1
3001617666,1
3003420009,1
3009693592,1
3002829723,1
3009533106,1
3009811874,1
3009765836,1
3006258214,1
3000213107,1
3009758054,1
3005341755,1
1713202,3
3006415943,1
3009654088,1
3009727460,1
1383750,1
3006636678,1
1039075,1
3008365340,1
3009763861,1
1000115351,2
3006375488,1
1000129212,1
3009206858,1
2311630,1
3004348077,1
3003468167,1
3008534253,1
3009580340,1
3004550488,1
3007733993,1
3002729075,1
3003604776,1
1000135772,1
3009696154,1
3009503226,1
3003411215,1
3003972366,1
3009613944,1
2938817,1
3009178119,1
3004096641,1
3009018121,1
3007942316,1
1000221798,1
3002906944,2
2072994,3
3005919692,1
1000221876,1
3009441870,1
3006400046,1
3005283176,1
1473043,1
3004611200,1
1036365,4
3006710515,1
3006607168,1
3004699389,1
1000307762,1
1000116464,1
3009091521,1
3008589361,1
3004024051,1
3006991069,1
3009200794,1
1942042,2
3003572792,1
3009536745,1
1000307223,1
1282632,1
1000100927,1
3001451590,1
3020044,1
3002931695,1
3005552218,1
3007177643,1
1626923,1
1000160579,1
3009242726,1
3009550382,1
1770153,1
3006553457,1
3002807877,1
1416923,4
3004524829,1
3002535019,3
1220537,1
2650176,2
3008539577,1
3009019692,1
3008191630,1
3000204446,1
1832693,1
1000124057,1
2938184,2
3004328516,1
3001452658,1
3002985640,1
3009460637,1
3007323793,1
3009460645,1
1771443,2
3008808745,1
3009547089,1
1111898,2
3004341688,1
3007279316,1
3009528593,1
3004474381,1
3006377796,1
3003721123,1
3004173402,1
3009486627,1
3009425483,1
3004186759,1
3002740213,1
3009499974,1
3004054758,1
3003008014,1
3002888623,1
3008276856,1
3009338759,1
1828287,1
3008274428,1
3003632684,4
1000520775,1
3008965719,1
1721400,3
3003194366,1
3009417634,1
3006618094,1
2518563,1
3000151819,1
3003492947,2
1000150790,1
1000113338,1
3004596345,1
3004677002,1
3009301218,1
3004574521,3
1000514349,1
1383322,1
1000117969,2
3007738871,1
3009382986,1
3009442128,1
2242829,1
3008254880,1
3003779775,1
3007786836,1
1616530,1
3001701602,2
3005241330,1
3000205588,1
1641527,1
3005676766,1
3009205875,1
3008857908,2
3002729102,3
3009194999,1
3005205313,1
1000112409,2
3005013963,3
3006323887,1
3005480647,1
1177788,1
3001087462,3
3003271254,1
3009271077,1
3001236274,1
3009245075,1
3009346596,1
3009255610,1
1000086892,1
3009309732,1
3006337440,1
3008506867,1
3009273413,1
3009139723,1
3008817713,5
3004645011,1
3009205735,1
3009297906,1
3009271211,1
3009257637,1
3009297965,1
3004957221,2
1527993,1
3008164301,1
3014345240,1
1420298,1
3004543111,1
3009271676,1
3004069742,2
3009146214,1
3018521591,1
1077496,1
3007410731,2
3007005266,1
3012459122,1
3003973527,1
3005374867,1
3002857110,2
3008236456,1
3008750913,1
3000210980,1
3004516818,1
1472940,1
1000189046,1
3008950094,1
3006082102,1
1044231,1
3002174993,1
3009219403,1
3003846669,1
1000568184,1
3001451489,2
3007109258,1
3008307275,1
2130996,1
3007400923,2
3019056,1
3009097818,1
3009185589,1
3009204568,1
1000513635,1
3004127495,1
3003600362,3
1383847,1
1823570,1
3005732943,1
3002600322,1
3008842862,1
3008058540,2
2627208,1
3003986222,1
3001362772,1
3006403682,1
3007707409,1
3009047848,1
3008517755,1
3003887583,1
3009132835,1
3009054762,1
3002457563,1
1000142677,1
3010165198,2
2120711,1
3001677091,1
3007029318,1
3003220485,2
3007568124,1
3003966610,1
3012501275,1
1000124568,2
3009080885,1
3008813145,1
3008989146,1
3009073293,1
3007351181,1
3008996355,1
1021343,3
3000280957,1
3008920501,1
2619635,1
3008814202,1
3008967717,1
3008855333,1
3001238012,1
3003350319,2
1527704,1
3003184440,1
3002807481,1
3008529101,1
3008808891,1
3003562118,1
3008771484,1
3008814204,1
3004896339,1
3002807252,1
2939524,1
3008977823,1
3003005746,1
1832751,2
2024256,2
3000210731,1
2434554,1
3002807447,1
3005094136,1
3003041943,1
3003131678,1
2000047449,1
3008891569,1
1038631,4
3008682876,1
3004932373,1
3003013684,2
3008937007,1
3002937804,1
3008756252,1
3007749948,1
2518579,1
1000307651,1
3006467894,1
3008937230,1
3001451636,1
3008790366,1
3007196368,1
3003362602,1
1000222152,1
3008922069,1
3006523380,1
3008623180,1
3001558627,1
3005615655,1
1717759,2
3005140091,1
3008472488,2
3008773541,1
1618058,2
1000159938,1
1628454,2
2939761,2
3003309258,1
3005400337,3
1000160433,1
3008775873,1
3008241954,1
3006374163,1
3005307300,1
3008306009,1
3007136419,1
3008740112,1
3008756381,1
2026023,1
3008802054,1
3008802023,1
1000305795,1
1017687,1
2023939,1
3004738265,2
3008802035,1
3008829548,2
3008734815,1
2128643,4
1000220805,1
3007576909,1
3007067247,1
1643741,1
3004962704,1
3004541289,1
3007199862,2
2246448,1
3008832322,1
3008697517,1
2410375,1
3008718408,1
3005869342,1
3007561680,1
2130687,2
1000135824,1
3006970766,1
3000210927,1
3008800816,1
3003808848,1
3006759075,1
2000043855,1
3007334016,1
3003346160,1
3008513435,1
3008231206,2
3004486512,2
3005201285,1
3006989604,1
3006172673,1
3008645464,1
3006706499,2
3003573807,1
3003851100,1
3008676076,1
3006458969,1
1070630,1
1384276,3
2243471,1
3008289940,1
3003082450,1
3002806503,2
3007385354,2
3005559915,1
3002357167,2
3008483347,1
3003832239,1
3003882781,1
3008266569,1
3001434369,1
3008615974,1
3008645468,1
1640689,1
1000080714,1
3002478693,1
1000356735,1
3008480759,1
3004021263,1
3008471840,1
3008655219,1
3004096632,1
3005816129,1
3003205477,2
3008550059,1
3008677674,1
2510184,2
3004615724,1
3002592648,2
1619734,2
1518939,1
3005372272,1
3006370451,1
3008523284,1
3008604546,1
3002808297,1
1000117322,1
3008548557,1
3007925588,1
2650141,2
3007710619,2
2243796,1
3003585759,3
1000414342,1
3008591099,1
2010939,2
3008548567,1
3004058334,1
3008431126,1
3008583301,2
3004680543,1
3003243737,3
3008329736,1
1049760,1
3003299802,2
3008468946,1
2650090,2
1000307183,1
3004983426,1
2573016,1
3004021229,1
1526470,1
3007315690,2
3008418608,1
1000124777,1
1774501,1
3007575901,1
3005202697,1
3003195501,1
3008286826,1
3008443901,1
1770154,1
3008429674,1
3006616549,1
1000115753,2
3008494993,1
3003701857,3
3008353013,1
3007119522,1
3007405404,1
3007939624,2
3008420267,1
3007289354,2
3008175582,2
3008082500,1
1811212,2
3008282269,1
3001237145,1
3001600976,2
1000124280,2
1000418126,1
3008262421,1
3008245855,1
3000719767,1
1625685,1
3003809591,2
3008140307,1
3002895387,3
3004818955,2
3003691790,1
2011222,1
3004086324,1
1873031,1
3008347934,1
1022618,1
3002670491,1
3003706321,1
3006035225,1
3008222353,1
1000150647,1
3006668514,1
3006405455,1
3008298298,1
3003888154,1
3002808073,1
3008365214,1
3008286382,1
3008238137,1
2246504,2
3006039994,4
1273014,1
1000160563,1
1052130,1
1000513517,1
3008211589,1
3008342877,1
3002722286,1
3008072460,1
1000429223,1
3007525376,1
1717927,1
3008127817,1
3000210500,1
3007242214,1
2222017,1
3007094184,1
1000627334,1
2427358,1
3013472760,1
3072905,2
1873033,1
3001237468,1
3008299032,1
3002807518,1
1384366,1
1000526329,2
1000105891,1
3003499272,2
1000208724,1
1527691,1
3004967605,1
2246961,1
3003121131,1
3017140477,2
3002951540,1
1000160324,1
1000307298,1
3008033084,1
3002556938,1
3007043550,1
3008193294,1
3007787705,3
3003633783,1
3008004394,1
3006389494,1
3004984850,1
3008091037,1
3004983128,1
3008012290,1
3007042219,1
3001239243,1
3007623728,1
3000572534,1
3007453419,1
3007721370,1
3003571292,1
3009428989,1
1048698,2
3007742281,1
2918710,1
3008135758,1
3006456733,1
3006899072,2
2082946,1
1000119942,1
3005740503,1
3003942387,1
3007751728,1
3008058398,1
3007623714,1
3008134264,1
3004015400,1
2918399,1
3007934405,1
1000513636,1
1018460,1
3006138169,1
3007931159,1
1876582,1
3008087416,1
3007390761,1
3002846927,1
1811666,1
3006498045,1
3005047084,1
3008094755,1
3006850243,1
2520333,1
3000206432,1
3007753339,1
3006316363,1
3007926870,1
3007914218,1
3007553873,1
3005479678,1
1000307689,1
1383269,1
2433247,2
3008013154,1
1930436,3
3003950235,2
3002718448,1
3006745882,1
3004582647,1
1082343,1
3002549317,1
3007931397,1
1000305672,3
3007670366,1
3003926629,1
3006412756,2
1000150055,1
2015747,1
3000203673,1
3004097878,1
3005197518,1
3007841199,1
3002671672,1
3000215119,1
1971534,1
3007869649,1
3007748931,1
3004456620,2
3007554836,1
3007829758,2
3007748918,1
3007755021,1
3007687466,1
3006729542,1
3005249386,1
3007688516,1
3007701608,1
3007786353,1
3006536584,1
3007427914,1
3004674350,2
1173808,1
2939523,1
1000151230,1
2311409,1
3002806390,2
3007828150,1
3003868371,1
3000207178,1
3004000057,1
3005105463,2
3007739733,1
3001236657,1
2416101,2
3005342355,1
1383571,1
3003984125,1
3004525072,1
3007453404,1
3003657863,1
3005333852,1
3006660727,1
3004342551,1
3003498827,1
3004813394,1
3005619530,1
3003165031,1
1270493,1
3001572933,1
2018612,1
3003104863,1
3002468250,1
1000135412,1
3003942486,1
3006789341,1
1640745,1
3002702031,1
1931750,1
3005692792,1
3007615448,1
3007588643,1
3004709970,1
3005750915,1
3007274928,1
2210277,1
3007563331,1
3002807496,1
3016448,1
1000519407,1
3002808164,1
1483596,1
3003710519,1
3007261430,1
1211022,1
3006468609,1
3007502863,1
1930459,1
3007481380,1
3000203759,1
3007488671,1
2311278,1
3007416818,1
3007503212,1
3000203469,1
3002715502,1
3004154685,2
1000125602,1
2111173,1
3007380184,1
3007503229,1
3007026789,1
1911840,1
1000136032,1
3004412646,1
3004407329,1
1283402,1
1417572,1
2318360,1
1000118231,1
3003569629,2
1931140,1
3003363010,1
3007392307,1
3004541008,1
3006497240,1
3002808125,1
3003112734,1
3007276126,1
3003386299,1
1672571,2
3003723076,1
3007384323,1
3007113962,1
3007212949,1
3003748734,1
3007477755,1
3007468394,1
3007152688,1
3002808084,1
3007190408,1
3007410953,1
3007408981,1
3005866544,1
1000513191,1
3001050819,2
3003616032,1
3011423,1
1019058,2
3007187542,1
3007293049,1
2510592,1
3003631744,1
3007353014,1
3007144689,1
1937079,1
3003266206,1
3007259359,1
1940015,1
1922566,1
3002946714,1
3004839832,1
1922352,1
1922351,1
3003564914,1
3005889192,1
3007220373,1
2016096,1
3007154449,1
3007154452,1
3007213530,1
1000187706,1
1000188010,1
3007094463,1
1000187752,1
3008436464,1
3004865102,1
3006895770,1
3002808376,1
3007143551,1
3006788636,1
3003947239,1
3006394049,1
1876508,1
3005706492,1
2431898,3
3003334133,1
3007126649,1
1210747,1
1927975,1
3007166108,1
1000307314,1
3006997281,1
3006997293,1
2650031,2
3007216464,1
3005167871,1
3006736312,1
1940410,1
3023294,1
3007214442,1
3004918001,1
3004105524,1
1000208638,1
2431379,1
3007238162,1
2130612,1
3003580203,1
3006742514,1
3007079042,1
3004021309,1
3007141557,1
3004506682,1
0,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
