duns_number,uq_duns,count
1972829,1000514349,1
1000525461,1383322,1
1000080028,1000117969,2
3010281326,3007738871,1
3010922197,3009382986,1
3006418686,3009442128,1
3004378804,2242829,1
3003813519,3008254880,1
3006484122,3003779775,1
3010162394,3007786836,1
3008975772,1616530,1
3010955218,3001701602,2
3009290063,3005241330,1
3002808041,3000205588,1
3003053170,1641527,1
3008250236,3005676766,1
3005331940,3009205875,1
3005331940,3008857908,2
3004596923,3002729102,3
3000215680,3009194999,1
3010733856,3005205313,1
2129498,1000112409,2
3000204927,3005013963,3
3003576260,3006323887,1
3010836489,3005480647,1
3003381432,1177788,1
3003381432,3001087462,3
3002807297,3003271254,1
3002807297,3009271077,1
3003141724,3001236274,1
3003263118,3009245075,1
2210008,3009346596,1
1383212,3009255610,1
3010087152,1000086892,1
3004043079,3009309732,1
3008585532,3006337440,1
3008585532,3008506867,1
1000492333,3009273413,1
3008846597,3009139723,1
3004971302,3008817713,5
3010563286,3004645011,1
3010737246,3009205735,1
2523257,3009297906,1
3006076314,3009271211,1
3010598266,3009257637,1
3006948403,3009297965,1
3010820545,3004957221,2
3010820545,1527993,1
1217243,3008164301,1
3007021905,3014345240,1
3010823543,1420298,1
3002468086,3004543111,1
3010825955,3009271676,1
3010482178,3004069742,2
3006228598,3009146214,1
3010718653,3018521591,1
3010739242,1077496,1
3006499837,3007410731,2
1000125216,3007005266,1
1000125216,3012459122,1
3003002370,3003973527,1
3003002370,3005374867,1
3003002370,3002857110,2
3010796560,3008236456,1
1000514596,3008750913,1
3009866948,3000210980,1
3009590582,3004516818,1
1519257,1472940,1
3010711931,1000189046,1
1527137,3008950094,1
3010769073,3006082102,1
3008446871,1044231,1
3010839113,3002174993,1
3005781562,3009219403,1
3003802404,3003846669,1
3007349130,1000568184,1
3010751543,3001451489,2
3010751543,3007109258,1
3002992930,3008307275,1
3008613324,2130996,1
3024341,3007400923,2
3004061967,3019056,1
3011055149,3009097818,1
3004443273,3009185589,1
3006769712,3009204568,1
3008981770,1000513635,1
3004640070,3004127495,1
3005210225,3003600362,3
3003353853,1383847,1
3007271263,1823570,1
3007343484,3005732943,1
3009192024,3002600322,1
3010635938,3008842862,1
3006691656,3008058540,2
3010149843,2627208,1
1000305948,3003986222,1
3010728609,3001362772,1
3003447972,3006403682,1
1000119976,3007707409,1
3010738011,3009047848,1
3010738128,3008517755,1
3000287096,3003887583,1
3008402250,3009132835,1
3003887109,3009054762,1
3008231170,3002457563,1
3010349464,1000142677,1
1384453,3010165198,2
3003677831,2120711,1
3010510395,3001677091,1
1316590,3007029318,1
3002808537,3003220485,2
3006143547,3007568124,1
3010712394,3003966610,1
3007018091,3012501275,1
1626491,1000124568,2
3000205967,3009080885,1
3004835647,3008813145,1
3008213711,3008989146,1
3010506849,3009073293,1
3009399806,3007351181,1
3002468086,3008996355,1
3008545334,1021343,3
3004006654,3000280957,1
3010683157,3008920501,1
3005566735,2619635,1
3003619709,3008814202,1
3010349457,3008967717,1
3009501339,3008855333,1
3002806711,3001238012,1
3003965615,3003350319,2
3010667114,1527704,1
3006499837,3003184440,1
3010533926,3002807481,1
3002807173,3008529101,1
3008534548,3008808891,1
1000597585,3003562118,1
1000391015,3008771484,1
3005202703,3008814204,1
3005287250,3004896339,1
3002775853,3002807252,1
3001451326,2939524,1
2011163,3008977823,1
3002821216,3003005746,1
3010392517,1832751,2
3005625732,2024256,2
3006412304,3000210731,1
1282965,2434554,1
3007174596,3002807447,1
3008213711,3005094136,1
3010223386,3003041943,1
3010581040,3003131678,1
3004161432,2000047449,1
3003696942,3008891569,1
3010666567,1038631,4
3010402064,3008682876,1
3003434972,3004932373,1
3004723334,3003013684,2
3001174929,3008937007,1
3004544153,3002937804,1
1000120311,3008756252,1
3007803313,3007749948,1
3008823545,2518579,1
1000118926,1000307651,1
3008723337,3006467894,1
1950222,3008937230,1
3011158388,3001451636,1
3011158388,3008790366,1
1950222,3007196368,1
3004407863,3003362602,1
3006481857,1000222152,1
3010657600,3008922069,1
3009685660,3006523380,1
1019820,3008623180,1
1038197,3001558627,1
3003732116,3005615655,1
3010338088,1717759,2
3004918322,3005140091,1
2618677,3008472488,2
3004820464,3008773541,1
1927976,1618058,2
1000597585,1000159938,1
1000161249,1628454,2
3010633613,2939761,2
3005466325,3003309258,1
3004461391,3005400337,3
3006643956,1000160433,1
3002807260,3008775873,1
3005656140,3008241954,1
3010391925,3006374163,1
1019003,3005307300,1
1019003,3008306009,1
3007581821,3007136419,1
3009718934,3008740112,1
3008932049,3008756381,1
3010370861,2026023,1
3001236851,3008802054,1
3007204218,3008802023,1
3006996287,1000305795,1
1000220240,1017687,1
2246686,2023939,1
1000113612,3004738265,2
3010492449,3008802035,1
3007200605,3008829548,2
1000028052,3008734815,1
3010580365,2128643,4
3009509818,1000220805,1
1000138425,3007576909,1
3010260678,3007067247,1
3010533670,1643741,1
3006174137,3004962704,1
3010285019,3004541289,1
3010285019,3007199862,2
3014669549,2246448,1
3004459274,3008832322,1
3010538416,3008697517,1
3008386908,2410375,1
3004985718,3008718408,1
3008919948,3005869342,1
3007084136,3007561680,1
3004206973,2130687,2
3010247538,1000135824,1
3005021979,3006970766,1
3004490277,3000210927,1
3004490277,3008800816,1
3005306722,3003808848,1
3005306722,3006759075,1
3010093195,2000043855,1
3009509475,3007334016,1
3004951642,3003346160,1
3006624348,3008513435,1
3005409363,3008231206,2
3008071495,3004486512,2
3008448600,3005201285,1
3010349469,3006989604,1
3003302735,3006172673,1
1650293,3008645464,1
3010450840,3006706499,2
3010346131,3003573807,1
3003434972,3003851100,1
3004483441,3008676076,1
3010302732,3006458969,1
3004133725,1070630,1
3006257565,1384276,3
3007322782,2243471,1
3010273514,3008289940,1
3010332063,3003082450,1
3008773783,3002806503,2
3003744377,3007385354,2
3003744377,3005559915,1
3010433194,3002357167,2
1000170338,3008483347,1
3004896392,3003832239,1
3004117396,3003882781,1
1000237659,3008266569,1
3003909192,3001434369,1
1950222,3008615974,1
1950222,3008645468,1
3010267279,1640689,1
3004034796,1000080714,1
3003671775,3002478693,1
3010489800,1000356735,1
3005256547,3008480759,1
3010239945,3004021263,1
1000119936,3008471840,1
3010224777,3008655219,1
3008316000,3004096632,1
3004987365,3005816129,1
3006503102,3003205477,2
3008990081,3008550059,1
3009815000,3008677674,1
3002161292,2510184,2
3010362932,3004615724,1
3006388896,3002592648,2
3006365166,1619734,2
1035703,1518939,1
3010364251,3005372272,1
3004586701,3006370451,1
3010306581,3008523284,1
2022474,3008604546,1
2022474,3002808297,1
3004668624,1000117322,1
3003360907,3008548557,1
3005124189,3007925588,1
1824979,2650141,2
3010283065,3007710619,2
3010074154,2243796,1
3010024957,3003585759,3
3010086972,1000414342,1
3003633738,3008591099,1
3003546340,2010939,2
1824975,3008548567,1
3003407422,3004058334,1
3009864179,3008431126,1
3010366766,3008583301,2
3009510975,3004680543,1
3010102941,3003243737,3
1051558,3008329736,1
3010007624,1049760,1
3010185641,3003299802,2
3003809882,3008468946,1
3003348498,2650090,2
3007351309,1000307183,1
1020139,3004983426,1
3010253531,2573016,1
3010336557,3004021229,1
3010336557,1526470,1
3010336557,3007315690,2
3010292268,3008418608,1
3005720500,1000124777,1
3009992148,1774501,1
3006733171,3007575901,1
3010132195,3005202697,1
3010297730,3003195501,1
3002935417,3008286826,1
3004753417,3008443901,1
3002808503,1770154,1
3006733171,3008429674,1
3004540156,3006616549,1
3010210468,1000115753,2
3009865009,3008494993,1
3007503037,3003701857,3
3006228598,3008353013,1
3006228598,3007119522,1
3004897377,3007405404,1
3010230530,3007939624,2
3005216662,3008420267,1
3010285019,3007289354,2
3010285019,3008175582,2
3009641885,3008082500,1
3009641885,1811212,2
3009707504,3008282269,1
3000278206,3001237145,1
3010260624,3001600976,2
3010132216,1000124280,2
3002937541,1000418126,1
3010227043,3008262421,1
3000204465,3008245855,1
3000960747,3000719767,1
3004294797,1625685,1
3003239568,3003809591,2
3010009409,3008140307,1
2434807,3002895387,3
3009964463,3004818955,2
1970355,3003691790,1
3007648351,2011222,1
3010182935,3004086324,1
3010091389,1873031,1
3010182931,3008347934,1
3010142053,1022618,1
3009429180,3002670491,1
3004512666,3003706321,1
3010138123,3006035225,1
3003825704,3008222353,1
3010223213,1000150647,1
3010223213,3006668514,1
3005893178,3006405455,1
3006733171,3008298298,1
3010112437,3003888154,1
3010099772,3002808073,1
3003360719,3008365214,1
3002429172,3008286382,1
1000307800,3008238137,1
3008802810,2246504,2
3003939253,3006039994,4
3004733149,1273014,1
3010199183,1000160563,1
3003255171,1052130,1
3003255171,1000513517,1
2026940,3008211589,1
3008746159,3008342877,1
3008746159,3002722286,1
2250102,3008072460,1
3001237113,1000429223,1
3010225496,3007525376,1
3009842420,1717927,1
3010193259,3008127817,1
3010157687,3000210500,1
3007166802,3007242214,1
3006743992,2222017,1
3010143781,3007094184,1
3011304354,1000627334,1
3009925866,2427358,1
3010027107,3013472760,1
1000221847,3072905,2
2020808,1873033,1
3004315824,3001237468,1
3010145623,3008299032,1
3010116308,3002807518,1
1000160050,1384366,1
3010148993,1000526329,2
3009311943,1000105891,1
3010098552,3003499272,2
3006754688,1000208724,1
3006754688,1527691,1
3004951672,3004967605,1
3004148857,2246961,1
3010477,3003121131,1
3008240772,3017140477,2
3010091388,3002951540,1
3004114003,1000160324,1
3010071058,1000307298,1
3010101049,3008033084,1
1419498,3002556938,1
3007197995,3007043550,1
3004218327,3008193294,1
1950222,3007787705,3
1384511,3003633783,1
1621802,3008004394,1
1621802,3006389494,1
2627511,3004984850,1
3010131060,3008091037,1
3009073476,3004983128,1
2618677,3008012290,1
3004536451,3007042219,1
3008164370,3001239243,1
3010083157,3007623728,1
3010089853,3000572534,1
3010087152,3007453419,1
3010087152,3007721370,1
1911196,3003571292,1
1911196,3009428989,1
3000203232,1048698,2
3010027098,3007742281,1
3005236450,2918710,1
3004418115,3008135758,1
3010098837,3006456733,1
3003297374,3006899072,2
3002994577,2082946,1
3009959924,1000119942,1
3002902471,3005740503,1
3008250236,3003942387,1
3010078541,3007751728,1
2431825,3008058398,1
3006489293,3007623714,1
3010084286,3008134264,1
3004317386,3004015400,1
1519257,2918399,1
1822861,3007934405,1
3010026564,1000513636,1
3009805427,1018460,1
3002128313,3006138169,1
1000138964,3007931159,1
3010078549,1876582,1
3010078549,3008087416,1
3001298034,3007390761,1
3009815000,3002846927,1
3009815000,1811666,1
3007045542,3006498045,1
3005289335,3005047084,1
3004668624,3008094755,1
3004668624,3006850243,1
3007527278,2520333,1
3007181436,3000206432,1
3007181436,3007753339,1
3009724085,3006316363,1
3009724085,3007926870,1
3006677294,3007914218,1
3009956902,3007553873,1
3003914943,3005479678,1
3006306504,1000307689,1
3006306504,1383269,1
3003254930,2433247,2
3003254930,3008013154,1
1000117234,1930436,3
1000117234,3003950235,2
1000117234,3002718448,1
3006996287,3006745882,1
3003426453,3004582647,1
3005553411,1082343,1
3003569504,3002549317,1
3008335877,3007931397,1
3003732635,1000305672,3
3001329340,3007670366,1
3004474370,3003926629,1
1000221951,3006412756,2
3003233369,1000150055,1
3006359068,2015747,1
1950222,3000203673,1
3003973137,3004097878,1
3009991059,3005197518,1
3004969894,3007841199,1
3004969894,3002671672,1
3004497213,3000215119,1
3004497213,1971534,1
3004497213,3007869649,1
3004497213,3007748931,1
3004182921,3004456620,2
3004182921,3007554836,1
1940172,3007829758,2
2242985,3007748918,1
3008724211,3007755021,1
3004839646,3007687466,1
3000717703,3006729542,1
3008575486,3005249386,1
3006345305,3007688516,1
3004813928,3007701608,1
3009393856,3007786353,1
3000215680,3006536584,1
3009869658,3007427914,1
3004153061,3004674350,2
3002596670,1173808,1
1050280,2939523,1
3071347,1000151230,1
3007788165,2311409,1
1911445,3002806390,2
1911445,3007828150,1
3001452902,3003868371,1
3009803267,3000207178,1
3001779702,3004000057,1
3001779702,3005105463,2
1000220451,3007739733,1
3002864855,3001236657,1
3009988995,2416101,2
3009885851,3005342355,1
3009832433,1383571,1
3005602667,3003984125,1
3005683398,3004525072,1
3009984688,3007453404,1
3003269328,3003657863,1
3002808411,3005333852,1
3004385661,3006660727,1
3009473602,3004342551,1
3004393005,3003498827,1
3008773783,3004813394,1
3009946163,3005619530,1
3003519498,3003165031,1
3009861491,1270493,1
3009925820,3001572933,1
3009695858,2018612,1
1000125216,3003104863,1
1000523068,3002468250,1
2000044401,1000135412,1
3001833549,3003942486,1
3009794745,3006789341,1
3008065565,1640745,1
3033007964,3002702031,1
3033007964,1931750,1
3033007964,3005692792,1
3033007964,3007615448,1
3033007964,3007588643,1
3033007964,3004709970,1
3006748698,3005750915,1
3006729016,3007274928,1
3006306504,2210277,1
3009703303,3007563331,1
3009924992,3002807496,1
3002807972,3016448,1
3006145876,1000519407,1
1000117200,3002808164,1
3009855773,1483596,1
3009803643,3003710519,1
3000210902,3007261430,1
3002807979,1211022,1
3000207101,3006468609,1
3003806005,3007502863,1
3003806005,1930459,1
3008855139,3007481380,1
1000149665,3000203759,1
3009712793,3007488671,1
3009633546,2311278,1
3009695624,3007416818,1
3009689842,3007503212,1
3006643484,3000203469,1
3001236616,3002715502,1
3005289365,3004154685,2
3009847113,1000125602,1
2939651,2111173,1
2024830,3007380184,1
3007091297,3007503229,1
3008314161,3007026789,1
3009832610,1911840,1
3003511617,1000136032,1
3003511617,3004412646,1
3005684792,3004407329,1
3003565597,1283402,1
3009839038,1417572,1
3009860638,2318360,1
1025114,1000118231,1
1025114,3003569629,2
3007150293,1931140,1
3005962855,3003363010,1
1020294,3007392307,1
3009793893,3004541008,1
3002806556,3006497240,1
3004370528,3002808125,1
3005881167,3003112734,1
3005711227,3007276126,1
3009688205,3003386299,1
3009688205,1672571,2
3009633252,3003723076,1
3008324680,3007384323,1
3009751999,3007113962,1
3007204218,3007212949,1
3006418686,3003748734,1
3006368299,3007477755,1
1819171,3007468394,1
3002806504,3007152688,1
3008707363,3002808084,1
3008606075,3007190408,1
3009766280,3007410953,1
3006997964,3007408981,1
3001617666,3005866544,1
3003420009,1000513191,1
3009693592,3001050819,2
3002829723,3003616032,1
3009533106,3011423,1
3009811874,1019058,2
3009765836,3007187542,1
3003031339,3007293049,1
3006258214,2510592,1
3000213107,3003631744,1
3009758054,3007353014,1
3001451326,3007144689,1
3005341755,1937079,1
1713202,3003266206,1
3006415943,3007259359,1
3009654088,1940015,1
3008386908,1922566,1
3009727460,3002946714,1
1383750,3004839832,1
3006636678,1922352,1
1039075,1922351,1
3008365340,3003564914,1
1527137,3005889192,1
3009763861,3007220373,1
1000115351,2016096,1
3006375488,3007154449,1
1000129212,3007154452,1
3009206858,3007213530,1
2311630,1000187706,1
3003302735,1000188010,1
3004348077,3007094463,1
3003468167,1000187752,1
3008534253,3008436464,1
3009580340,3004865102,1
3004550488,3006895770,1
3007733993,3002808376,1
1000125216,3007143551,1
1000125216,3006788636,1
3002729075,3003947239,1
3003604776,3006394049,1
1000135772,1876508,1
3009696154,3005706492,1
3009503226,2431898,3
3003411215,3003334133,1
3003972366,3007126649,1
3009613944,1210747,1
2938817,1927975,1
1383116,3007166108,1
3009178119,1000307314,1
3004096641,3006997281,1
3009018121,3006997293,1
1020139,2650031,2
2250102,3007216464,1
3007942316,3005167871,1
1000221798,3006736312,1
3002906944,1940410,1
1000120110,3023294,1
2072994,3007214442,1
3005919692,3004918001,1
1000221876,3004105524,1
3009441870,1000208638,1
3006400046,2431379,1
3005283176,3007238162,1
1473043,2130612,1
3004611200,3003580203,1
1036365,3006742514,1
3006710515,3007079042,1
3006607168,3004021309,1
3004699389,3007141557,1
1000307762,3004506682,1
3003909192,0,
1000116464,,
3009091521,,
3008589361,,
3004024051,,
1000307800,,
3006991069,,
3009200794,,
1942042,,
3003572792,,
3002806766,,
3007503037,,
3009536745,,
3002719998,,
1000307223,,
1282632,,
1000100927,,
3001451590,,
1621802,,
1621802,,
2022474,,
2022474,,
2022474,,
1019003,,
3003909192,,
3020044,,
3002931695,,
3005552218,,
3007177643,,
1626923,,
1000160579,,
3009242726,,
3009550382,,
1770153,,
3006553457,,
3002807877,,
1416923,,
1416923,,
3004524829,,
3002535019,,
1220537,,
2650176,,
3008539577,,
3009019692,,
3008191630,,
3000204446,,
1832693,,
1000124057,,
2938184,,
3004328516,,
3001452658,,
3002985640,,
3009460637,,
3007323793,,
3009460645,,
1771443,,
3008808745,,
3009547089,,
1111898,,
3006228598,,
3006228598,,
3004341688,,
3007279316,,
3009528593,,
3004474381,,
3006377796,,
3003721123,,
3006577714,,
3009339896,,
3004173402,,
3009486627,,
3009425483,,
3004186759,,
3002740213,,
3009499974,,
3004054758,,
3003008014,,
3002888623,,
3008276856,,
3009338759,,
1828287,,
3008274428,,
3003632684,,
1000520775,,
3008965719,,
1721400,,
3003194366,,
1036365,,
3005350897,,
3005350897,,
3005350897,,
3005350897,,
3005350897,,
3009417634,,
3006618094,,
3006996287,,
3001623073,,
2518563,,
3007343484,,
3000151819,,
3003492947,,
1000150790,,
1611206,,
1611206,,
1611206,,
1000113338,,
3004596345,,
3004677002,,
3009301218,,
3004574521,,
3004574521,,
1000514349,,
1383322,,
1000117969,,
1000117969,,
3007738871,,
3009382986,,
3009442128,,
2242829,,
3008254880,,
3003779775,,
3007786836,,
3007084136,,
1616530,,
3001701602,,
3005241330,,
3004133725,,
3000205588,,
1641527,,
3007751703,,
3005676766,,
3009205875,,
3008857908,,
3003407422,,
3002729102,,
3002757783,,
3009194999,,
3005205313,,
1000112409,,
1000112409,,
3005013963,,
3005256547,,
3006323887,,
3005480647,,
1177788,,
3001087462,,
3003271254,,
3005587188,,
3009271077,,
3001236274,,
3009245075,,
3009346596,,
3009255610,,
3003229412,,
3003229412,,
3003492947,,
1000086892,,
3009309732,,
3006337440,,
3000204465,,
3008506867,,
3009273413,,
3009139723,,
3007709579,,
3008817713,,
3008817713,,
3008817713,,
3004645011,,
1911445,,
1911445,,
3009205735,,
3009297906,,
3009271211,,
3009257637,,
3009297965,,
3004957221,,
3004957221,,
1527993,,
3008164301,,
3014345240,,
1420298,,
3004543111,,
3009271676,,
3004069742,,
3004069742,,
3009146214,,
3004370528,,
3018521591,,
1077496,,
3007410731,,
3007410731,,
3011304354,,
3007005266,,
3012459122,,
3009842420,,
3003632684,,
3003973527,,
3007751703,,
3005374867,,
3002857110,,
3008236456,,
3033007964,,
3033007964,,
3033007964,,
3008750913,,
3000210980,,
1519257,,
1519257,,
3004516818,,
1472940,,
3002729102,,
3003407422,,
3003407422,,
1000189046,,
3008950094,,
3006577714,,
3003380618,,
3006082102,,
1044231,,
3002174993,,
3009219403,,
3003846669,,
1000568184,,
3001451489,,
3007109258,,
3008307275,,
2130996,,
1713202,,
3007400923,,
3019056,,
3009097818,,
3009185589,,
3009204568,,
1000513635,,
3004127495,,
3003600362,,
1383847,,
3004504829,,
1823570,,
3005732943,,
3002600322,,
3008842862,,
3007166802,,
3008058540,,
3008058540,,
2627208,,
3003986222,,
3001362772,,
3003821988,,
3006403682,,
3007707409,,
3009047848,,
3008517755,,
3003887583,,
3009132835,,
3009054762,,
3002457563,,
1000142677,,
3010165198,,
3010165198,,
2120711,,
3001677091,,
3007029318,,
1642813,,
3003220485,,
1721400,,
3007568124,,
3003966610,,
3012501275,,
3002775853,,
3006359068,,
1000132299,,
1000124568,,
3009080885,,
3008813145,,
3004948283,,
3008989146,,
3009073293,,
3007351181,,
3008996355,,
1000126533,,
1021343,,
3000280957,,
3008920501,,
3004315824,,
3004315824,,
2619635,,
3008814202,,
3008967717,,
3008855333,,
3001238012,,
3003350319,,
3003350319,,
1527704,,
3003184440,,
3002807481,,
3008529101,,
3008808891,,
3003747592,,
3003562118,,
3008771484,,
1000307800,,
3001833549,,
3008814204,,
3004896339,,
3002807252,,
3000215680,,
2250102,,
2250102,,
2939524,,
3008977823,,
3003005746,,
1832751,,
2024256,,
3000210731,,
2434554,,
3011158388,,
3011158388,,
3002857110,,
1021343,,
3002807447,,
3005094136,,
3003041943,,
3003131678,,
2000047449,,
3008891569,,
1038631,,
1038631,,
3008682876,,
3004932373,,
1217243,,
1025483,,
1000115351,,
3003013684,,
3008937007,,
3002937804,,
3008756252,,
3007749948,,
2518579,,
3007343484,,
3004474370,,
1519257,,
1519257,,
1000307651,,
3006467894,,
3008937230,,
3001451636,,
3008790366,,
3007196368,,
1000069719,,
3003362602,,
1000222152,,
3008922069,,
3006523380,,
3008623180,,
3001558627,,
3006577714,,
3003380618,,
1713202,,
3005615655,,
3001701602,,
1717759,,
1717759,,
3005140091,,
3008472488,,
3008773541,,
3008857908,,
1618058,,
1618058,,
3008817713,,
3008817713,,
1000159938,,
1628454,,
1628454,,
2939761,,
3007400923,,
1416923,,
1416923,,
3003309258,,
3005400337,,
3005400337,,
3005400337,,
1000160433,,
3008775873,,
3008241954,,
3006374163,,
3005307300,,
2126821,,
3008306009,,
1942042,,
3007136419,,
3008740112,,
1413475,,
3008756381,,
2026023,,
3005239785,,
3008802054,,
3008802023,,
1000305795,,
1017687,,
2023939,,
3004738265,,
3008802035,,
3008829548,,
3008829548,,
3008734815,,
2128643,,
1000220805,,
1931484,,
1931484,,
1931484,,
1931484,,
3007576909,,
3007067247,,
1643741,,
3004962704,,
3004541289,,
3007199862,,
2246448,,
1000166776,,
3008832322,,
3008697517,,
2410375,,
1950348,,
1950348,,
3008718408,,
3005869342,,
3003632684,,
3007561680,,
2130687,,
2130687,,
1000135824,,
3006970766,,
3000210927,,
3008800816,,
3002535019,,
3003808848,,
2650176,,
3007751703,,
3006759075,,
2000043855,,
3007334016,,
1111898,,
3003346160,,
3008513435,,
3008231206,,
3008231206,,
3004486512,,
3004486512,,
3005201285,,
3006989604,,
3006172673,,
3008645464,,
3006706499,,
3003573807,,
3002984011,,
3003851100,,
3008676076,,
3006458969,,
1070630,,
1384276,,
3000215611,,
2243471,,
3008289940,,
3004182921,,
3003082450,,
3002806503,,
3007385354,,
3005559915,,
3002357167,,
3008483347,,
3003832239,,
3003882781,,
3008266569,,
3001434369,,
2128643,,
3008615974,,
3008645468,,
1640689,,
1000080714,,
3002478693,,
3002357167,,
1000356735,,
3008480759,,
3004021263,,
3008471840,,
3008655219,,
3004096632,,
3005816129,,
3003205477,,
3008550059,,
3008677674,,
2510184,,
3004615724,,
3002592648,,
3002592648,,
1384276,,
1619734,,
2938184,,
1518939,,
3005350897,,
3005350897,,
3005350897,,
3008472488,,
3000204079,,
3005372272,,
3006370451,,
3008523284,,
1527137,,
3008604546,,
3002808297,,
3003483729,,
3003483729,,
3000204465,,
1000117322,,
3008548557,,
3007925588,,
2650141,,
3007710619,,
3003813327,,
2243796,,
3003585759,,
3003585759,,
3003585759,,
1000414342,,
3008606075,,
3008591099,,
2010939,,
2010939,,
3008548567,,
3004058334,,
3006028555,,
3008431126,,
3008583301,,
3008583301,,
1000124568,,
3004680543,,
3003243737,,
3008329736,,
1049760,,
3003220485,,
3003299802,,
3008468946,,
2650090,,
2650090,,
1000307183,,
3004983426,,
3012681020,,
2573016,,
2072994,,
3004021229,,
1526470,,
3007315690,,
1000120311,,
3008418608,,
1000124777,,
1774501,,
3004034796,,
3007575901,,
3005202697,,
3003195501,,
3008286826,,
3008443901,,
1036365,,
1770154,,
3008429674,,
3006616549,,
1000115753,,
1000115753,,
3008494993,,
3003701857,,
2618677,,
3008353013,,
3004218330,,
3007119522,,
3007405404,,
3007939624,,
3008420267,,
3007289354,,
3008175582,,
3008082500,,
1811212,,
3008282269,,
3001237145,,
3001600976,,
1000124280,,
1000418126,,
3008262421,,
3008245855,,
3001451489,,
1000125216,,
1000125216,,
3000719767,,
1625685,,
3003809591,,
3008140307,,
3002895387,,
2024256,,
3003369660,,
3004818955,,
3004818955,,
3003691790,,
2011222,,
3004086324,,
1873031,,
3002808534,,
3008347934,,
1022618,,
3002670491,,
3003706321,,
3006035225,,
3008222353,,
3001600976,,
3001087462,,
1000150647,,
3006668514,,
3006405455,,
3000215680,,
3008298298,,
3003888154,,
3002808073,,
3003013684,,
3002807424,,
3008365214,,
1721400,,
3008286382,,
3008238137,,
2246504,,
3006039994,,
3006039994,,
3004610460,,
1273014,,
1000160563,,
1052130,,
1000513517,,
3008211589,,
3008342877,,
3002722286,,
1025483,,
3004474370,,
3008072460,,
1832751,,
1000429223,,
1626310,,
3003632684,,
3007525376,,
1717927,,
3008127817,,
3002808537,,
3000210500,,
2128643,,
3007242214,,
2222017,,
3007094184,,
1000627334,,
1000124280,,
2510184,,
2427358,,
3013472760,,
3072905,,
3004574521,,
1873033,,
3001237468,,
3008299032,,
3002807518,,
1384366,,
3072905,,
1000526329,,
1000526329,,
1000105891,,
3003499272,,
3003499272,,
1000208724,,
1527691,,
3004967605,,
2246961,,
3003243737,,
3003121131,,
3017140477,,
3017140477,,
3002951540,,
3003600362,,
3003600362,,
2650089,,
1000160324,,
1000307298,,
3008033084,,
3002556938,,
3007043550,,
3008193294,,
3001087462,,
3007787705,,
3003633783,,
3008004394,,
3006389494,,
3004984850,,
3008091037,,
3007751703,,
3004983128,,
3008012290,,
3007042219,,
3001239243,,
3007623728,,
3000572534,,
3007453419,,
3007721370,,
3003571292,,
3004421212,,
3009428989,,
3008175582,,
1048698,,
1048698,,
3006499837,,
3007742281,,
1036365,,
2918710,,
3008135758,,
3006456733,,
3003299802,,
3006899072,,
3006899072,,
2082946,,
1000119942,,
1771443,,
3005740503,,
3003942387,,
3007751728,,
3007150293,,
3008058398,,
3007623714,,
3008134264,,
3003380618,,
3004015400,,
2918399,,
3007934405,,
1000513636,,
1018460,,
3006138169,,
3007931159,,
3001518810,,
3002535019,,
3007939624,,
1876582,,
1021343,,
3008087416,,
3007390761,,
3004474370,,
3002846927,,
1811666,,
3006498045,,
3002895387,,
3005047084,,
3008094755,,
3006850243,,
2650141,,
2520333,,
3000206432,,
2023614,,
3007753339,,
3003809591,,
2026940,,
3002895387,,
3006316363,,
3007926870,,
3007914218,,
3007553873,,
3005479678,,
3002902471,,
1000307689,,
1383269,,
3006228598,,
3006228598,,
2433247,,
2433247,,
3008013154,,
1930436,,
1930436,,
3003950235,,
3002718448,,
3006745882,,
3004582647,,
1082343,,
3002549317,,
3007931397,,
1000305672,,
3007670366,,
3003926629,,
3006412756,,
3006412756,,
1000150055,,
2015747,,
3000203673,,
3004097878,,
3005197518,,
3007841199,,
3002671672,,
3000215119,,
3021059,,
1971534,,
3001432470,,
3001432470,,
3007869649,,
3004733149,,
3007748931,,
3005085928,,
1384276,,
3000215680,,
1000120311,,
3004456620,,
3002806503,,
3007554836,,
3007829758,,
3007829758,,
3007748918,,
3007787705,,
3007787705,,
3007755021,,
3002908878,,
3007687466,,
3006729542,,
3006577714,,
3007045542,,
3003205477,,
3005249386,,
3007688516,,
3007701608,,
3007786353,,
3006536584,,
2246504,,
3007427914,,
3004674350,,
3004674350,,
1173808,,
3003380618,,
2939523,,
3007710619,,
1000135880,,
1000151230,,
2311409,,
3002806390,,
3002806390,,
3007828150,,
3003091092,,
3003868371,,
3000207178,,
3004000057,,
3004153061,,
3005105463,,
3005105463,,
3002906944,,
3007739733,,
3001236657,,
3004738265,,
3006706499,,
2416101,,
2416101,,
3005342355,,
1383571,,
3003984125,,
3007199862,,
3004474370,,
3004525072,,
3003701857,,
3003701857,,
3007453404,,
3003657863,,
3005333852,,
3006660727,,
2027158,,
3004342551,,
3006717635,,
3003498827,,
1811212,,
3004813394,,
3005619530,,
3003165031,,
1270493,,
3001572933,,
2018612,,
3003104863,,
3002468250,,
1000135412,,
3003942486,,
3006789341,,
1640745,,
3002702031,,
1931750,,
3005692792,,
3007615448,,
3007588643,,
2939761,,
1000069719,,
3006228598,,
3004709970,,
1619734,,
3005750915,,
3007274928,,
2210277,,
3007563331,,
3002807496,,
1940465,,
1629694,,
3016448,,
