duns_number,uq_duns,count
3011888866,3010166941,1
3001321832,3003031339,2
1018573,3005241015,1
3003220372,3008231170,2
3012275336,3004619185,1
3014316062,3003677831,2
3012048333,3005684792,5
3002807511,3003092574,1
1000525281,3007957196,1
3009188709,1922249,1
3012555723,3004096643,1
3007751703,3011476755,1
3014797893,3004859058,1
1641406,3013452490,1
2020632,3010671652,1
3003637491,3004506176,1
3003693795,3003519498,3
1000306857,3004486825,1
3003832984,3004060039,1
3010770024,3004600183,2
3011109313,3010167039,1
3006217304,3013345770,1
2023713,3003887639,2
3003380618,3007931994,1
3002835459,3008221060,1
3005519645,3010518986,1
3001606885,3006442227,1
3000719772,3011837323,3
1910619,3011717652,1
1910619,3013345757,1
3013207472,3008862488,2
3012315020,3008328782,2
3003139089,3012160163,2
3005216842,3013350442,1
3012375554,3003546340,2
3012375554,3004593468,2
3001237964,3009143510,1
3011513131,3011688905,1
1417188,3011430551,2
3011780163,3003447972,2
3004378446,1000174711,2
3001452204,3010166363,1
1150023,3011486213,1
1150023,3002949085,2
3007347008,3004085558,1
3002759467,3003460347,1
3014483112,3012788109,1
3013446837,3011752429,3
3010869933,3009719616,1
3006137363,3007487989,1
3004839646,3012299349,1
3011286349,3011473501,1
3007474872,3009490758,1
1000028052,3006549835,2
3010212308,3006089725,1
3002719998,3008523281,1
3011043554,3013118095,1
3004132818,3005853921,1
3009499217,3012178852,1
3002901096,3003802404,2
3012174424,3009206013,1
2127118,3004034796,4
3014461693,3012669716,1
2027164,3005587213,1
3007426960,3013236711,1
1925262,1000121499,2
1925262,3012823477,1
3006368496,3004516706,2
1000113778,2130351,1
3005868972,3012151078,1
3002981536,3005186075,1
3002981536,3006375239,1
3009699696,3007720135,1
3010166722,3010199915,2
3007450508,1525385,1
3009192575,3012855072,1
3003885745,3010829786,1
3008529478,3009883261,1
3011893599,3004138658,1
3011691465,3002816388,1
3014255271,3003525539,1
3001504726,3004948283,2
1053442,1000399435,1
1053442,3010656208,1
3000206685,3010747421,1
1000122232,3012729025,1
3004475754,1712956,1
3003194604,3008307735,1
3006800017,3012690073,1
3008694072,3004610520,1
3005000348,3008581406,1
3013217028,3010469933,1
3014480778,3004149463,1
3014454961,3009653722,1
3005089639,3012119346,2
3005089639,3003909192,4
3002908878,1000517647,1
3002908878,3006362781,1
3003780900,3006072852,1
2021236,3008294355,1
3000118564,3010219111,1
3011794780,3012828918,2
3013511339,1000126533,2
3014376767,3012716728,1
3010115702,3012619291,1
3013306140,3004393766,1
3013306140,3004453513,1
3013680093,3004421212,2
3012114283,3010087152,7
3006688078,3003574426,1
1610490,3008481334,3
3006763819,3009275897,2
3014466525,3012837733,1
3014133792,3011827553,1
1000125317,3011761321,1
3002619387,3004083931,1
1035794,3003634098,1
3012124170,3012384902,1
1921719,3004982352,1
3010166805,3009228834,1
3006702034,1629988,1
3011688532,3006899835,1
3004002973,3011990201,1
1419498,2618677,5
1419498,3012718293,1
3005694111,3004488338,1
3014406964,3012733828,1
3001576415,3009271645,1
3009898968,3010280514,1
3004483463,3004168148,2
3003734940,3012773475,1
3012045126,3012283425,1
3008229416,3012188090,1
3006621470,3011412185,2
3010039727,1530045,1
3004819810,3003749017,1
3012669715,3005587313,1
3006102089,3012346039,1
3004497364,3006228598,13
3008785460,3008256667,1
3000779542,3011761505,1
3012068828,1419181,1
1000120212,3005630265,1
3013958011,3008746159,3
3005051736,3012113857,1
3003967524,3006141618,1
3013978005,3012248071,1
3006266338,3004058356,1
3003854110,3007028032,1
3008386908,3002784388,1
3011007272,3012107499,1
1051203,3005306722,5
3013658933,3012242764,1
3006585888,3012124155,1
3006528506,3005063169,1
3014248824,3006118922,1
3014264608,3002806711,2
3007998963,3008910005,1
3010165224,3004504829,2
3011060456,3012086997,1
3007808836,3012384835,1
3010421557,2131087,1
3007124044,3012410440,2
3004483441,3012116497,1
3014291533,3012316476,1
3013927023,3004215358,1
3004429449,3008343466,1
1000135880,3003916387,1
3010490167,3003632442,1
3011769075,3003531601,1
3004982260,3012335395,1
3014188233,3012292690,1
3007934424,3003599643,1
3007934424,3012301476,1
3002754162,1000488360,1
3002754162,3012360920,1
3011596846,3002806840,1
3005693151,3004577394,1
3011783104,3012217113,1
2023751,3003183265,1
3003090962,3011432609,1
3003978209,3012327274,1
3005644727,3006795842,1
3004886113,3012194441,1
3001162146,3010679196,1
3004733425,3011028213,1
3004733425,3012327563,1
3013995728,3010603689,1
3011289655,3006899675,1
3013138338,3006317860,1
3004504906,3004375014,1
3007652252,3012054959,1
3006644152,3012289794,1
1000117234,3012289984,1
3005482889,3002807304,1
3005482889,3008077936,1
3011055149,3012248018,1
3004153061,3004483648,1
2435254,3012194421,1
3000717703,3011007486,1
1000174332,3011830726,1
1000174332,3011624368,1
3012486311,3008408337,1
3012138762,3003789425,1
3007045542,3012153909,1
3002516234,1000080028,2
3001164052,3003735573,1
3003906415,3010462471,1
2242985,3004117396,2
3004158845,3012036684,1
3005155593,3012038210,1
3005155593,3012150786,1
3000219354,3012157022,1
3006418686,1000123669,1
3011020725,3006164918,1
3002757783,3011688524,1
3011460262,3010887001,1
1629952,3005597807,1
3002955163,3012200488,1
3010166895,3006560479,1
3006755618,3008213711,3
3011903543,3003436217,1
3007517881,3011786434,1
3009878984,2074359,1
3013306137,3001298034,3
3013306137,3006252626,1
3012306417,3004364074,1
3009603151,1000525461,2
3004585453,3012038236,1
3006372310,3012094505,1
3002808534,3004613997,1
1972829,3002808537,3
1020139,3009486960,1
3009336980,3006254924,1
3003091092,3012119287,1
3011798296,3004660427,1
3000204154,3003947557,1
3011543431,3012095980,1
3009712882,3004055563,1
3012903349,3006055465,2
3005742706,3008933400,1
3001670917,3012014525,1
3005660579,3012080718,1
3003982646,3010095233,1
3005832998,1420913,2
3010683157,3011461901,1
3004414652,3011639175,1
3011090864,3012039464,1
3004033751,3003671775,2
3004962092,3002644678,1
3012966715,3002875215,1
3005921257,3012017760,1
3005921257,1921258,1
3000287309,3008301076,1
3003418287,3008766221,1
3013030904,3008519597,1
3003338476,3011061340,1
3010165567,3010307355,1
1000373305,3006028606,1
3003672514,3006016750,1
3006213806,3011755158,1
3006572203,3009278506,1
3002807958,3005529620,1
3005216842,3005231215,1
3007320708,3005664940,1
3008004582,3007535890,1
3006531950,1000371043,1
3005877120,3008927138,1
1980316,3011870779,1
3004459466,3011935870,1
3000199542,3003394260,1
3011568793,3009242644,1
3013705271,3002681694,1
3003598505,3001722961,1
3005115135,3002808500,1
3004555163,3011927499,1
3004293613,3003910088,1
3002807424,3011936057,1
3010247043,1831143,1
3003610251,3011857239,1
3011942686,3008297643,1
3007372558,3002749414,1
3010680515,3010532174,1
3009769207,3011788103,1
3010404505,2434807,2
3010387028,1000113908,1
3006460758,3000287096,2
3005151215,3011851077,1
3009773851,3011707930,1
3013444075,3003828267,1
3013628906,2227345,1
3003340745,3003511617,4
3011509553,3006512913,1
3012888346,3000718824,1
3009968674,3011898105,1
3013559264,3008866577,1
3004881534,3003135337,1
3008559304,3011714464,1
3012184662,3000278206,2
3004610460,3011029136,2
3013436443,3008688061,2
3010836489,3011886110,1
3010784755,3011804748,1
3013670025,3008471866,1
3008307548,3003255171,3
3009436720,3002807299,1
3004464535,3004598644,1
3013497126,3004395180,1
3004102971,1925774,1
1000223178,3006577714,6
3011123993,3011823099,1
3011775721,3003369660,2
3010839113,3010143914,1
1000028052,3011691193,1
3010632712,3010147151,1
3013442632,3007710622,1
3012366186,3011595566,1
3012271380,1525457,1
3004969894,3004562873,1
3010166880,3006101483,1
3013330273,3008640596,1
1417519,3002737059,1
3013024146,3010530333,1
3010163907,3011701716,1
3002807242,3011593655,1
1610490,3010157885,1
3002683524,3011596842,1
3012228279,1000137645,1
3004483441,3011814980,1
1047240,3007721552,1
3001769828,3006014626,2
3006447041,3005180755,2
3012316632,3011805226,1
3008655176,3004599113,1
3001431455,1318506,1
3002806569,3011770053,1
3008260036,3006643956,2
3010166452,3002773156,1
1000076625,3008618917,1
3006739366,3011255761,1
3005081370,3011711898,1
3005081370,3005256616,1
3003516782,3004578527,1
3006370331,3023801,1
3013448581,1926719,1
1824467,3005148724,1
3005457901,3011620292,1
3010166941,3011681925,1
3003031339,3011614021,1
3005241015,1000344305,1
3008231170,3005652193,1
3004619185,3009500482,1
3003677831,3003687986,1
3005684792,3007892954,1
3003092574,3011462469,1
3007957196,3002681033,1
1922249,3011063643,1
3004096643,3008996626,1
3011476755,1024883,1
3004859058,3011071528,1
3013452490,3002708794,1
3010671652,3011573825,1
3004506176,3002535375,1
3003519498,3005530267,1
3008250236,3008117347,1
3004486825,3010055376,1
3007549629,3003735151,2
3004060039,3008815009,2
3004600183,1000120110,2
3010167039,3008783879,1
3013345770,3009718934,2
3003887639,3010894175,1
3007931994,3011536648,1
3008221060,3011696997,2
3010518986,3011677351,1
3006442227,3006594435,1
3011837323,3004391730,1
3011837323,3011656880,1
3004819810,1527137,5
3011717652,3003598653,1
3011286349,3009443653,1
3013345757,1000111130,1
3008862488,3004969602,1
3008862488,3010166847,1
3008328782,3003768199,1
3012160163,3011609084,1
3012160163,3011581046,1
3013350442,3004603767,1
1910648,3001617778,1
1910648,3011059443,1
3003546340,2523348,1
3004593468,3009339896,2
3003967524,1000166776,2
3009143510,1000222037,2
3011688905,3004820022,1
3011430551,3011638445,1
3006210232,3011630209,1
3003447972,3005440817,1
1000174711,3011394698,1
3010166363,3011438561,1
3011486213,3004268965,2
3007474872,3011604052,1
3002949085,3011421557,1
3006217304,1384563,1
3011967886,3003631275,1
3004085558,3000207042,1
3003460347,3009842420,3
3012788109,1000516325,1
3011752429,3011508629,1
1950222,3001451618,1
3005781562,3001229385,1
3004712471,3009958594,1
3009719616,3009474948,1
3011007272,3008350507,1
3011007272,3004578635,1
3007487989,3013995812,1
3012299349,3001878625,1
3006851654,3005289335,2
3011473501,3002127548,1
3003407422,3009766280,2
3009490758,3011318946,1
3006549835,3011504027,1
3006089725,3001239150,1
3013217028,3011454550,1
3012039582,3004110157,1
3008523281,3011501377,1
3012465222,3009740213,1
3013118095,3006986091,1
3005853921,3008933231,1
3012178852,3006895951,1
3003802404,3005761912,1
3009206013,3011146025,1
3004034796,3010607663,1
3005684792,3007250542,1
3012669716,3010894019,1
3005587213,3004370528,3
3013236711,3005995608,1
1000121499,3011412349,1
3012823477,3010998746,1
3004516706,3010120070,1
2130351,3004979689,1
3012151078,3005333884,1
3005186075,2246811,1
3006375239,3011396023,1
3007720135,3010944350,1
2023614,3011417907,1
2023614,3011153286,1
3010199915,3003671545,1
3007291509,2126636,1
3007291509,3003804593,1
1525385,3002401385,1
3012855072,3004218330,2
1383212,3010535977,1
3010829786,3001329340,2
3009883261,3011441000,1
3005350897,3007942369,2
3004138658,3002821216,4
3010490167,3003644098,1
3002806462,3000204465,5
3002816388,3005979423,1
3003525539,3010164414,2
3004948283,3010106310,1
1000399435,3007287078,1
3010656208,3010067678,1
3008420443,3009422393,1
3007090726,3008480041,1
3010747421,3007934434,1
3012729025,1626573,1
3011888866,3008290530,1
1712956,1000221369,1
3008307735,3002808503,2
3012690073,3011233617,1
3004610520,3011402879,1
3004982260,3006486156,1
3008581406,3007719313,2
3010469933,3011014614,1
3003854110,3010476065,1
3004149463,3008831578,1
3005684792,3011364861,1
3009653722,1000135461,1
3002809586,3011108244,1
3012119346,3011357279,1
3012119346,2211017,1
3002516234,3011278953,1
3003909192,3007512701,1
1000517647,3005239785,2
3006362781,3004540156,2
3006072852,1642813,2
3008294355,3004938047,1
3010219111,3006406317,1
3012828918,3006171173,1
3012828918,3003724330,1
1000126533,3011053151,1
3012716728,3008990081,2
1000306857,1629861,1
3012619291,3011100644,1
3004393766,3005472652,1
3004453513,3005709321,1
3004421212,3005447965,1
3010087152,3005317521,1
3003574426,3010026564,2
3008481334,3000204447,2
3008481334,3004769268,1
3008481334,3011058188,1
3009275897,3010606226,1
3009275897,3011238771,1
1940465,3011056931,1
3012837733,3011274409,1
3011827553,3011275322,1
3012669715,3005084110,1
3011761321,3007315397,2
3004083931,1450316,1
3003634098,3011123156,1
3012384902,3010099772,2
3004982352,3008364285,1
3009228834,3006996287,4
3004483441,3009127255,1
1629988,3037651109,1
3006899835,1944921,1
3011990201,3011020371,1
2618677,1527294,1
3012718293,3010984686,1
3010015659,3000199569,1
3004488338,3010952294,1
3012733828,3011180468,1
3009271645,2477600,1
3010280514,3011193301,1
3004168148,3011067227,1
3012773475,3003630144,1
3006688078,3001518810,2
3012283425,3002787468,2
3003978209,3006595385,1
3012188090,3002791246,1
3012104093,3002796963,1
3011412185,3011123163,1
1530045,3009803267,2
3003749017,3004526075,1
3005587313,1020294,2
3012346039,3011074473,1
3006228598,3008412159,1
3006228598,3011078156,2
3005124189,3001603179,2
3008256667,3000215693,1
3011761505,3007166802,3
1419181,3011082279,1
3005630265,3010156208,1
3008746159,3011116100,1
3003407422,3010977321,1
3012113857,3003987288,2
3006141618,3008954658,1
3012248071,3002806766,2
3004058356,3008197162,1
3012555723,3011130315,1
3012555723,3002621435,1
3007028032,3005391593,1
3002784388,3010737221,1
3008328782,1943943,1
3012107499,3003644515,1
3005306722,3009805360,1
3005306722,3003512842,1
3005306722,3010454802,1
3012242764,3010838089,1
3012124155,3011132849,1
3005063169,3008938326,1
3011319445,3006376518,1
3006118922,3010838077,1
3002806711,3010241907,1
3008910005,1000220148,1
3004504829,1051570,1
3006031801,3002883575,1
3012086997,3004600090,2
3012384835,3007574780,1
2131087,1621802,6
3012410440,3004233940,1
3012410440,3003264407,1
3012116497,3003276205,1
3012316476,3010832007,1
3010241801,3010774032,1
3004215358,3010078549,3
3008343466,3005144312,1
3003916387,3006028555,2
3003632442,3003434972,3
3009192575,3010635868,1
3011752429,3010836220,1
3003531601,3007648351,2
3012335395,3003412987,1
3012292690,1000120002,1
3003599643,3003164067,1
3012301476,1383116,2
1000488360,3008238227,1
3012360920,3005085928,2
3002806840,3004486423,1
3004577394,2000010324,1
3012217113,3011004180,1
3007271263,3007257693,1
3004086192,1000220363,1
3003183265,1019820,2
1419498,1000100855,1
1419498,3010911464,1
3011432609,3004753417,2
3012327274,3005566936,1
3006795842,3002792224,1
3012194441,3004756270,1
1000028052,3007163789,1
3010679196,3004153003,1
3011028213,3010716483,1
1925262,1383341,1
1925262,3011012927,1
3006177509,3003939216,1
3012327563,3012681020,2
3009499217,3004944629,1
3004002973,3010987658,1
3004002973,3005580627,1
3010603689,3002808514,1
2242985,3007181436,3
1150023,3010938139,1
1150023,3010981181,1
3004845420,3010490215,1
3006899675,3010281326,1
3004034796,3004378804,1
3011903543,3003813519,1
3006317860,3006484122,1
3004375014,3010162394,1
3012054959,3008975772,1
3012289794,3010955218,1
3012289984,3009290063,1
2021236,3002808041,1
3002807304,3003053170,1
3008077936,3005331940,2
3012248018,3004596923,1
3004483648,3000215680,5
3012194421,3010733856,1
3011007486,2129498,1
3011830726,3000204927,1
3011624368,3003576260,1
3008408337,3003381432,2
3004132818,3002807297,2
3004168148,3003141724,1
3010087152,3003263118,1
1000174711,2210008,1
3012124170,3004043079,1
3003789425,3008585532,2
3012153909,1000492333,1
1000080028,3008846597,1
3003735573,3004971302,1
3010462471,3010563286,1
3012223534,3010737246,1
3004117396,2523257,1
3012036684,3006076314,1
3012038210,3010598266,1
3012150786,3006948403,1
3012157022,3010820545,2
3010199915,1217243,2
1000123669,3007021905,1
3006164918,3010823543,1
3011688524,3010825955,1
3010887001,3010482178,1
3005320466,3010718653,1
3005597807,3010739242,1
3012200488,3006499837,3
3011691465,1000125216,7
3006560479,3003002370,3
3008213711,3010796560,1
3003436217,1000514596,1
3011786434,3009866948,1
2074359,1519257,6
3001298034,3010711931,1
3010087152,3010769073,1
3006252626,3008446871,1
3004364074,3007349130,1
1000525461,3010751543,2
3012038236,3008613324,1
3012094505,3024341,1
3004613997,3004061967,1
3002808537,3004443273,1
1025114,3006769712,1
1000113778,3008981770,1
3009486960,3004640070,1
3006254924,3005210225,1
3012119287,3003353853,1
3004660427,3007343484,3
3003947557,3009192024,1
3012095980,3010635938,1
3004055563,3006691656,1
3006055465,3010149843,1
3008933400,1000305948,1
3012014525,3010728609,1
3012080718,1000119976,1
3010836489,3010738011,1
3010095233,3010738128,1
1420913,3008402250,1
1420913,3003887109,1
1020139,3010349464,1
3011461901,1384453,1
3011639175,3010510395,1
3012039464,1316590,1
3003671775,3006143547,1
3002644678,3010712394,1
3002875215,3007018091,1
3012017760,1626491,1
1921258,3000205967,1
3008301076,3004835647,1
1000121624,3010506849,1
3008766221,3009399806,1
3008519597,3008545334,1
3004516706,3004006654,1
3011061340,3005566735,1
3007045542,3003619709,1
3010307355,3010349457,1
3006028606,3009501339,1
3006016750,3003965615,1
1220701,3010667114,1
3011755158,3010533926,1
3009278506,3002807173,1
3005529620,3008534548,1
3005231215,1000597585,2
3005051736,1000391015,1
3005664940,3005202703,1
3007535890,3005287250,1
1000371043,3002775853,2
3008927138,3001451326,2
3011870779,2011163,1
3011935870,3010392517,1
3005048741,3005625732,1
3003394260,1282965,1
3009242644,3007174596,1
3002681694,3010223386,1
3001722961,3010581040,1
3002808500,3004161432,1
3011927499,3010666567,1
3003910088,3010402064,1
3011936057,3001174929,1
1831143,3004544153,1
3011857239,1000120311,5
3011837323,3007803313,1
3008297643,3008823545,1
3002749414,1000118926,1
3010532174,3008723337,1
3011788103,3004407863,1
2434807,3006481857,1
1048788,3010657600,1
3011887629,3009685660,1
1000113908,1038197,1
3000287096,3003732116,1
3011851077,3010338088,1
3011707930,3004918322,1
3003828267,3004820464,1
2227345,1927976,1
3003511617,1000161249,1
3003511617,3010633613,1
3006512913,3005466325,1
3000718824,3004461391,1
3011893599,3002807260,1
3011898105,3005656140,1
3008866577,3010391925,1
3003887639,1019003,3
3003135337,3007581821,1
3011714464,3010370861,1
3000278206,3001236851,1
3011029136,3007204218,2
3011029136,1000220240,1
3008688061,2246686,1
3008688061,1000113612,1
3011886110,3010492449,1
3011804748,3007200605,1
1218914,3010580365,1
1218914,3009509818,1
3008471866,1000138425,1
3004723334,3010260678,1
3003255171,3010533670,1
3010222586,3006174137,1
3002807299,3010285019,4
3004598644,3014669549,1
3004395180,3004459274,1
1925774,3010538416,1
3006577714,3004985718,1
3010536120,3008919948,1
3011823099,3007084136,2
3003369660,3004206973,1
3010143914,3010247538,1
3010943533,3005021979,1
3010087152,3004490277,2
3011691193,3010093195,1
3010147151,3009509475,1
3007710622,3004951642,1
3011595566,3006624348,1
1525457,3005409363,1
3010039727,3008071495,1
3004562873,3008448600,1
3006101483,3010349469,1
3008640596,3003302735,2
3002737059,1650293,1
3010530333,3010450840,1
3011701716,3010346131,1
3011593655,3010302732,1
3010157885,3006257565,1
3011596842,3007322782,1
1000137645,3010273514,1
3011814980,3010332063,1
3007721552,3008773783,2
3000717703,3003744377,2
3006014626,3010433194,1
3005180755,1000170338,1
3011805226,3004896392,1
3004599113,1000237659,1
3011509553,3010267279,1
1318506,3010489800,1
3011770053,3005256547,2
3006643956,3010239945,1
3008259785,1000119936,1
3008259785,3010224777,1
3002773156,3008316000,1
3008618917,3004987365,1
3011286349,3006503102,1
3011255761,3009815000,3
3011711898,3002161292,1
3005256616,3010362932,1
3004578527,3006388896,1
3023801,3006365166,1
1926719,1035703,1
3005148724,3010364251,1
3011620292,3004586701,1
3011681925,3010306581,1
3011614021,2022474,5
1047240,3004668624,3
1000344305,3003360907,1
3005652193,1824979,1
3009500482,3010283065,1
3004107906,3010074154,1
3003687986,3010024957,1
3011752429,3010086972,1
3007892954,3003633738,1
3011462469,1824975,1
3002681033,3009864179,1
3011063643,3010366766,1
3006031801,3009510975,1
3011688532,3010102941,1
3008996626,1051558,1
1024883,3010007624,1
3011071528,3010185641,1
3002708794,3003809882,1
3011573825,3007351309,1
3002535375,3010253531,1
3005530267,3010336557,3
3011158388,3010292268,1
3000204955,3005720500,1
3008117347,3009992148,1
3010055376,3006733171,3
3003735151,3010132195,1
3003735151,3010297730,1
3008815009,3002935417,1
3008815009,3010210468,1
1000120110,3009865009,1
3008783879,3007503037,2
3009718934,3004897377,1
3010894175,3010230530,1
3011536648,3005216662,1
3011696997,3009641885,2
3011696997,3009707504,1
3011677351,3010260624,1
3006594435,3010132216,1
3004391730,3002937541,1
3011656880,3010227043,1
1527137,3000960747,1
3003780900,3004294797,1
3003598653,3003239568,1
3009443653,3010009409,1
1000111130,3009964463,1
3004969602,1970355,1
3010166847,3010182935,1
3003768199,3010091389,1
3011627411,3010182931,1
3011609084,3010142053,1
3011581046,3009429180,1
3004603767,3004512666,1
3001617778,3010138123,1
3011059443,3003825704,1
2523348,3010223213,2
3009339896,3005893178,1
3003380618,3010112437,1
3004600183,3003360719,1
3009713694,3002429172,1
2242985,1000307800,3
1626310,3008802810,1
1626310,3004733149,2
1000166776,3010199183,1
1000222037,2250102,4
3007045542,3001237113,1
3004504906,3010225496,1
3004504906,3010193259,1
3006577714,3010157687,1
3004820022,3006743992,1
3011638445,3010143781,1
3011630209,3011304354,3
3005440817,3009925866,1
3011394698,3010027107,1
1611206,1000221847,1
3009192575,2020808,1
3011438561,3004315824,3
3004268965,3010145623,1
3004268965,3010116308,1
3011604052,1000160050,1
3011421557,3010148993,1
1384563,3009311943,1
3003631275,3010098552,1
3000207042,3006754688,2
3007751703,3004951672,1
3009842420,3004148857,1
1000516325,3010477,1
1000028052,3008240772,1
3006055465,3010091388,1
3011043554,3004114003,1
3011508629,3010071058,1
3001451618,3010101049,1
3001229385,3007197995,1
3010680515,3004218327,1
3009958594,1384511,1
3009474948,3010131060,1
1000117234,3009073476,1
3008350507,3004536451,1
3004578635,3008164370,1
3013995812,3010083157,1
3001878625,3010089853,1
3011055149,1911196,2
3005289335,3000203232,1
3002127548,3010027098,1
3009766280,3005236450,1
3006210232,3004418115,1
3004414652,3010098837,1
3011318946,3009959924,1
3011504027,3002902471,2
3001239150,3010078541,1
3011454550,2431825,1
3004110157,3006489293,1
3011501377,3010084286,1
3005694111,3004317386,1
3005694111,1822861,1
3005694111,3009805427,1
3006572203,3002128313,1
3009740213,1000138964,1
3006986091,3007527278,1
3011412185,3009724085,2
3008933231,3006677294,1
3006895951,3009956902,1
3005761912,3003914943,1
3005734706,3006306504,3
3011146025,3003254930,2
2618677,3003426453,1
3010607663,3005553411,1
3007250542,3003569504,1
3010894019,3008335877,1
3004370528,3003732635,1
3005995608,1000221951,3
3011412349,3003233369,1
3010998746,3006359068,2
3003297374,3003973137,1
3010120070,3009991059,1
3004979689,3004497213,4
3005333884,3004182921,3
2246811,1940172,1
3011396023,3008724211,1
3010944350,3008575486,1
3011417907,3006345305,1
3011153286,3004813928,1
3003671545,3009393856,1
2126636,3009869658,1
3006435842,3002596670,1
3006435842,1050280,1
3003804593,3071347,1
3002401385,3007788165,1
3011430551,1911445,4
3004218330,3001452902,1
3010535977,3001779702,2
3001329340,1000220451,2
3011441000,3002864855,1
3007942369,3009988995,1
3002821216,3009885851,1
3003644098,3009832433,1
3000204465,3005602667,1
3000204465,3005683398,1
3006531950,3009984688,1
3005979423,3003269328,1
3010164414,3002808411,1
3010164414,3004385661,1
3010106310,3009473602,1
3007287078,3004393005,1
3010067678,3009946163,1
3009422393,3009861491,1
3008480041,3009925820,1
3007934434,3009695858,1
1626573,1000523068,1
3008290530,2000044401,1
1000221369,3001833549,2
3002808503,3009794745,1
3011233617,3008065565,1
3001576820,3033007964,9
3011402879,3006748698,1
3007942369,3006729016,1
3006486156,3009703303,1
3007719313,3009924992,1
3007719313,3002807972,1
3006549835,3006145876,2
3011014614,1000117200,1
3010476065,3009855773,1
3003519498,3009803643,1
3008831578,3000210902,1
3011364861,3000207101,1
1000135461,3003806005,2
3011108244,3008855139,1
3011357279,1000149665,1
2211017,3009712793,1
3011278953,3009633546,1
3007512701,3009695624,1
3005239785,3009689842,1
3004540156,3006643484,1
1642813,3001236616,1
3004938047,3005289365,1
3006406317,3009847113,1
3006171173,2939651,1
3009590582,2024830,1
3003724330,3007091297,1
3011053151,3008314161,1
3008990081,3009832610,1
1629861,3003565597,1
3005151215,3009839038,1
3011100644,3009860638,1
3005472652,3007150293,2
3005709321,3005962855,1
3005447965,3009793893,1
3011152407,3002806556,1
3005317521,3005881167,1
3010026564,3005711227,1
3000204447,3009688205,2
3007549629,3009633252,1
3004769268,3008324680,1
3011058188,3009751999,1
3010606226,3006368299,1
3004723334,1819171,1
3011238771,3002806504,1
3011056931,3008707363,1
3011274409,3008606075,2
3011275322,3006997964,1
3005084110,3001617666,1
3004969894,3003420009,1
3007315397,3009693592,1
1450316,3002829723,1
3011123156,3009533106,1
3010099772,3009811874,1
3008364285,3009765836,1
3006996287,3006258214,1
3009127255,3000213107,1
1383212,3009758054,1
3037651109,3005341755,1
1944921,1713202,3
3011123993,3006415943,1
3011020371,3009654088,1
1527294,3009727460,1
3010984686,1383750,1
3000199569,3006636678,1
3005977675,1039075,1
3010952294,3008365340,1
3011180468,3009763861,1
3004593468,1000115351,2
2477600,3006375488,1
3010589333,1000129212,1
3011193301,3009206858,1
3011067227,2311630,1
3003630144,3004348077,1
3001518810,3003468167,1
3005684792,3008534253,1
3002787468,3009580340,1
3002787468,3004550488,1
3006595385,3007733993,1
3002791246,3002729075,1
3002796963,3003604776,1
3011123163,1000135772,1
1047240,3009696154,1
3005280525,3009503226,1
3009803267,3003411215,1
3004526075,3003972366,1
1020294,3009613944,1
1950222,2938817,1
3011074473,3009178119,1
3008412159,3004096641,1
3011078156,3009018121,1
3011078156,3007942316,1
3002949085,1000221798,1
3001603179,3002906944,2
3001603179,2072994,3
3000215693,3005919692,1
3007166802,1000221876,1
3011082279,3009441870,1
3010156208,3006400046,1
3011116100,3005283176,1
3010977321,1473043,1
3003987288,3004611200,1
3003987288,1036365,4
3008954658,3006710515,1
3002806766,3006607168,1
3008197162,3004699389,1
3011130315,1000307762,1
3002621435,1000116464,1
3005391593,3009091521,1
3002821216,3008589361,1
3002821216,3004024051,1
3005180755,3006991069,1
3010737221,3009200794,1
1943943,1942042,2
3003644515,3003572792,1
3009805360,3009536745,1
3003512842,1000307223,1
3010454802,1282632,1
3010838089,1000100927,1
3011132849,3001451590,1
3008938326,3020044,1
3006376518,3002931695,1
3010838077,3005552218,1
3010241907,3007177643,1
1000220148,1626923,1
1051570,1000160579,1
3002883575,3009242726,1
3004600090,3009550382,1
3007574780,1770153,1
1621802,3006553457,1
1621802,3002807877,1
3004233940,1416923,4
3003264407,3004524829,1
3003276205,3002535019,3
3010832007,1220537,1
3010774032,2650176,2
3010078549,3008539577,1
3005144312,3009019692,1
3006028555,3008191630,1
3003434972,3000204446,1
3010635868,1832693,1
3010836220,1000124057,1
3007648351,2938184,2
3003412987,3004328516,1
1000120002,3001452658,1
3003164067,3002985640,1
1383116,3009460637,1
3008238227,3007323793,1
3005085928,3009460645,1
3004486423,1771443,2
2000010324,3008808745,1
3011004180,3009547089,1
3007257693,1111898,2
1000220363,3004341688,1
1019820,3007279316,1
3004969894,3009528593,1
1000100855,3004474381,1
3010911464,3006377796,1
3004753417,3003721123,1
1000121499,3004173402,1
3006014626,3009486627,1
3005566936,3009425483,1
3002792224,3004186759,1
3004756270,3002740213,1
3007163789,3009499974,1
3002809586,3004054758,1
3008769612,3003008014,1
1020139,3002888623,1
3004153003,3008276856,1
3010716483,3009338759,1
1383341,1828287,1
3002984011,3008274428,1
3004459466,3003632684,4
3011012927,1000520775,1
3003939216,3008965719,1
3012681020,1721400,3
3004944629,3003194366,1
3010987658,3009417634,1
3005580627,3006618094,1
3004600090,2518563,1
3002808514,3000151819,1
3007181436,3003492947,2
3010490167,1000150790,1
3004723334,1000113338,1
3004723334,3004596345,1
3010938139,3004677002,1
3010981181,3009301218,1
3010490215,3004574521,3
