ndc_id,ndc_code,location_id
7416,0409-1638-02,23
7404,0409-1638-02,24
9488,0338-0017-10,12
14155,0338-0017-48,28
14234,16729-501-43,9
5042,71288-163-30,31
810,79672-613-01,40
10249,0641-6060-10,46
12177,59417-103-10,49
6103,59417-102-10,50
10342,0409-2344-01,2
10485,71288-563-84,65
6921,64850-553-01,67
10604,60505-6282-1,72
1061,0019-1188-27,75
1079,0019-1188-27,76
10720,57664-606-88,66
922,0409-1283-31,2
397,0409-1749-29,2
5950,0409-1582-29,23
11044,0409-1746-10,23
12407,0409-1587-50,23
111,0409-1749-10,85
11042,0409-1746-10,85
10727,0409-2305-17,2
14102,71288-718-11,31
14098,71288-718-11,65
10806,0641-6019-10,46
12861,63323-287-20,11
4818,0338-0049-10,27
14196,0338-0049-18,28
5111,0409-4276-01,2
11147,0409-4279-02,24
11739,0409-4277-01,23
1610,0409-4282-01,85
5312,0409-4276-02,85
1123,63323-489-27,11
11483,63323-492-37,45
3490,0406-5114-01,117
5498,43066-557-12,12
11503,43066-555-24,12
11516,43598-441-01,122
3908,0264-7800-00,120
11634,0264-7800-20,120
9545,0990-7984-37,29
5239,0990-7983-09,24
9327,64850-505-01,67
13937,0409-1162-02,2
881,0409-1162-01,85
2017,0338-0431-03,124
11809,0409-2308-02,2
11831,0409-1966-07,85
12133,0409-6625-14,24
12146,0409-1761-62,2
12304,66794-230-42,115
12961,55150-198-30,33
8050,0409-6648-02,24
3016,63323-671-20,11
1875,65219-464-50,58
12562,65219-462-10,58
3423,55150-251-10,162
13398,55150-226-10,34
12855,23155-601-42,64
12976,11534-196-01,170
6409,83090-002-10,172
13147,83090-005-10,172
3960,0409-1732-01,135
6615,0409-4903-34,24
7381,0641-6127-25,46
9652,63323-452-01,10
13459,63323-455-01,10
13516,65282-1605-1,179
1368,63323-201-02,11
3276,55150-158-72,33
13810,0409-6102-26,85
7562,47335-931-44,1
9988,43547-604-10,41
9718,43547-602-10,42
13997,62332-600-25,198
14000,0409-1362-01,23
1403,16729-484-90,9
14218,0143-9506-10,7
5845,0781-3495-95,136
9818,23155-473-42,213
7882,0409-1630-10,2
12542,0409-4910-34,2
8938,63323-493-97,10
2589,70121-1389-7,216
8098,70121-1388-1,213
6100,63323-161-01,10
3201,65282-1510-1,114
9174,0169-4060-13,169
7611,76045-010-11,58
4316,71225-126-05,239
9015,0409-4888-50,2
7929,0409-4888-10,23
7919,0409-4888-10,85
8490,0409-4888-12,85
9195,71288-722-32,32
5322,0409-4283-01,24
5338,0781-3220-92,243
546,0169-2800-15,244
6845,70069-753-25,213
7201,63323-631-50,88
735,0487-9901-30,144
4236,64850-500-01,67
1218,0409-2066-05,23
6885,0409-6102-27,85
13835,0054-0389-25,194
5826,70121-1388-8,218
4628,0409-4888-20,2
2406,65862-161-90,5
10005,65862-162-90,5
10006,65862-162-90,5
2120,70069-064-10,17
8178,70069-064-01,17
1945,16729-295-33,8
3527,72888-153-05,22
13241,0409-1660-50,23
7594,0338-0023-04,27
4007,0338-0017-31,28
6572,0990-7922-03,29
7600,0990-7930-02,29
9612,0990-7922-55,29
3597,0409-3183-01,2
7894,0409-3178-01,24
14242,16729-501-43,19
10173,55150-255-20,33
372,79672-613-05,39
5274,43547-408-10,41
3090,63323-853-25,45
6475,63323-852-25,45
6217,16729-138-00,19
7316,16729-138-16,9
10332,16729-136-16,9
1042,42858-165-01,60
11166,0409-3814-12,24
10421,76297-001-41,40
7046,0409-9094-25,24
10512,64850-550-01,67
13474,65862-707-01,4
1971,63323-485-57,10
11287,63323-486-27,11
13503,63323-486-17,11
11956,0019-1188-81,74
4430,63323-464-37,11
919,0409-1283-31,2
838,0409-1559-10,23
972,0409-1560-10,23
1582,0409-1560-29,85
7771,0409-2305-05,23
10747,62756-129-40,1
10753,71288-700-06,65
13410,63323-286-00,10
4278,0409-4887-50,24
3123,47781-180-01,95
7457,0338-0049-38,12
9124,0338-0049-03,12
7284,0338-0049-48,25
14194,0338-0049-18,27
7278,0338-0049-48,28
8314,63323-285-13,10
7311,0009-0902-18,3
1617,0409-4282-01,2
5857,0409-4278-01,2
429,0409-4713-02,24
11733,0409-4277-01,24
428,0409-4713-02,85
2503,63323-492-27,10
6979,0409-3301-10,2
11235,0832-0038-10,47
11281,0409-1402-12,2
11605,55150-162-05,34
7698,0264-7800-10,119
9744,0264-7800-09,119
9921,0990-7983-03,29
5234,0990-7983-09,24
13295,64850-501-01,67
6202,0409-9045-01,24
5089,0409-9043-01,85
11785,50742-447-45,127
11792,16571-600-96,128
12263,0409-1966-05,2
11826,0409-1966-07,85
11924,55150-209-02,34
6020,60505-4744-1,71
54,60505-4741-1,73
3680,60505-4745-1,73
1250,60505-4740-1,142
6017,60505-4744-1,142
12285,0338-0644-03,148
6278,55150-196-99,34
6239,55150-167-10,34
12417,55150-172-30,34
5173,13668-385-30,156
7179,13668-386-05,156
2534,63323-185-50,10
7569,0409-3299-25,2
1282,55150-225-05,34
9423,23155-601-41,165
1912,42806-345-01,166
5632,0409-9137-05,24
13765,0487-6105-01,144
6081,0409-6102-10,85
6088,0409-6102-10,85
6706,43547-607-10,41
13911,43547-603-10,167
5542,62332-601-25,198
1849,0409-1179-30,23
620,0009-3051-02,3
4208,0338-9543-06,12
8417,65162-027-09,205
2114,0054-0370-25,194
2015,71288-203-11,31
3914,65219-472-20,207
2068,0781-3493-95,209
8883,50458-585-01,215
4477,70121-1389-1,217
8102,70121-1388-1,217
2599,70121-1389-7,213
4484,70121-1389-1,213
5551,55150-164-02,34
6878,63323-280-10,10
6097,63323-161-01,45
5076,0641-0929-25,46
6668,36000-284-25,237
6647,63323-723-03,45
4312,71225-126-05,239
7919,0409-4888-10,24
4627,0409-4888-20,23
8497,0409-4888-12,85
5932,0409-3613-01,2
6578,0264-7387-50,119
11927,55150-209-02,33
4992,0338-0644-04,148
4495,0409-0155-02,24
9023,0409-4888-50,24
10034,63323-165-05,11
8964,0409-3189-10,16
10084,16729-295-12,19
6757,72888-154-05,22
9488,0338-0017-10,28
10967,0990-7923-23,29
1116,0990-7923-36,30
10335,0990-7923-20,30
1202,71288-162-30,31
10449,79672-613-03,39
6077,43547-406-10,41
13662,63323-854-10,10
3622,59417-101-10,49
6108,59417-102-10,50
7637,42858-162-01,60
4246,42858-167-01,61
5707,42858-163-01,61
12870,76297-001-11,40
12882,76297-001-11,40
5172,76297-001-31,62
12878,76297-001-11,62
1738,43598-975-58,16
10481,0409-9094-28,24
6929,57664-085-88,0
351,64850-552-01,67
6173,64850-551-01,67
1962,63323-485-57,45
11967,0019-1188-81,76
5673,63304-692-03,1
1757,70436-118-80,84
11042,0409-1746-10,2
5951,0409-1582-29,85
14102,71288-718-11,65
12861,63323-287-20,89
1088,47781-176-01,95
14201,0338-0049-18,12
14206,0338-0049-18,12
7455,0338-0049-38,25
9114,0338-0049-03,25
9119,0338-0049-03,26
10913,0338-0049-04,28
9662,60793-702-10,100
9663,60793-702-10,101
9913,63323-288-20,11
11035,70010-112-01,106
7066,0409-4282-02,2
5307,0409-4276-02,23
3140,0409-4713-32,85
12027,0409-4776-01,85
2397,0641-6040-01,46
1188,0409-2815-01,23
11629,0264-7800-20,119
13304,64850-501-01,67
1327,0409-9045-17,24
11803,0409-2308-02,24
12521,0990-7953-09,29
6426,0409-6625-35,24
12132,0409-6625-14,24
12138,0169-7704-21,138
12191,60505-4743-1,142
9832,63323-411-10,10
12376,81284-522-01,149
13431,63323-186-02,10
1282,55150-225-05,33
9427,0169-4130-13,137
13104,63323-519-77,10
13515,65282-1605-1,178
3485,63323-201-10,10
6889,0409-6102-27,2
13815,0409-6102-26,2
13864,42543-493-05,196
7442,68094-909-50,202
1469,42806-799-05,166
1551,0338-9543-02,28
182,0054-0375-25,194
29,64253-400-91,153
3822,71288-203-05,31
7783,0338-0048-04,12
2333,50458-587-01,173
8941,63323-493-97,10
5823,70121-1388-8,216
2601,70121-1389-7,217
2700,55150-163-30,34
5550,55150-164-02,34
2788,0574-2430-65,97
2924,0338-0553-11,27
3189,63323-123-10,11
3405,76045-104-10,58
7925,0409-4888-10,24
9021,0409-4888-50,24
7926,0409-4888-10,85
6731,0409-5160-10,16
7365,0409-2634-05,2
5320,0409-4283-01,113
5512,71288-505-03,65
6264,0409-3365-10,23
776,0409-1304-31,24
9697,16729-239-93,8
11662,0990-7983-61,24
6058,63323-186-20,10
5384,0409-1323-05,24
5192,63323-808-11,10
10029,16729-512-43,9
8968,0409-3189-10,2
14005,70069-062-25,17
8175,70069-064-01,18
7418,0409-1638-02,2
13240,0409-1660-50,24
13241,0409-1660-50,24
2613,16729-502-43,19
5047,71288-163-30,31
818,79672-613-01,39
10200,79672-613-04,39
11271,43547-406-11,42
13665,63323-854-10,45
14122,59417-107-10,50
5670,65862-071-01,55
10938,0409-2596-03,2
5703,42858-163-01,61
10411,76297-001-41,39
5153,76297-001-31,40
5874,64850-555-01,67
11970,0019-1188-81,74
1081,0019-1188-27,76
13600,57664-608-88,66
6861,63323-464-17,10
10674,63304-693-77,1
10685,0409-1312-36,23
10697,0409-1312-36,23
11847,70436-116-82,84
11548,0409-1746-30,2
2415,63323-287-21,10
12066,47781-174-01,94
4816,0338-0049-10,12
9235,0338-0049-02,25
9452,0338-0049-11,27
7298,0338-0049-48,28
10905,0338-0049-04,28
1639,63323-285-65,10
9910,63323-288-20,10
9913,63323-288-20,10
8320,63323-285-13,11
11022,0641-0497-25,46
1106,0009-0728-09,3
5313,0409-4276-02,2
11064,0409-4275-01,24
11950,0409-4277-02,23
12025,0409-4776-01,85
13702,13107-073-01,111
11168,16729-081-01,9
7061,63323-492-57,10
13263,63323-491-57,11
7059,63323-492-57,45
13040,0406-5112-01,117
5978,0264-7388-60,119
11628,0264-7800-20,119
9731,0264-7800-09,120
8345,0990-7984-13,24
1650,0409-9046-01,85
2810,50742-448-60,126
8773,0409-1966-12,2
8788,0409-1966-12,24
60,60505-4741-1,73
12194,60505-4743-1,73
6020,60505-4744-1,142
6032,60505-4744-1,142
9832,63323-411-10,45
13437,63323-186-02,10
6070,63323-186-20,45
6073,63323-186-20,45
13421,63323-186-02,45
7341,0338-0070-10,12
3419,55150-251-10,162
458,63323-089-50,10
2867,11534-190-01,170
9038,63323-806-20,10
2370,0409-7620-59,2
13515,65282-1605-1,114
3477,63323-201-10,45
7474,59651-723-99,4
7641,0409-1180-69,2
1405,16729-484-90,8
4206,0338-9543-06,28
6367,65162-024-09,205
655,0054-0374-25,194
2107,0054-0370-25,194
4076,65219-468-50,159
4084,65219-468-50,58
7333,0781-3494-95,208
227,0338-0048-02,14
8934,63323-493-97,89
6877,63323-280-10,11
2881,0338-1007-03,12
2965,63323-162-01,10
6092,63323-161-01,45
7726,65282-1505-1,178
4503,0409-0155-02,23
5439,36000-283-25,237
4176,0409-5555-01,2
4331,71225-126-06,239
8490,0409-4888-12,24
7932,0409-4888-10,23
5688,0409-2634-01,23
6300,63323-924-10,10
7116,63323-924-30,10
7110,63323-924-30,45
6618,63323-032-00,10
13822,63323-851-10,10
14252,0409-1283-37,23
7299,0338-0049-48,26
11886,76329-3340-1,134
12378,81284-522-01,150
12668,63323-083-05,45
6207,54288-164-01,184
2190,65219-474-10,58
5097,70069-021-25,213
12949,0338-1047-02,14
1602,72888-152-30,22
10149,16729-500-08,8
14157,71288-161-20,31
10390,0409-6637-14,24
10188,68180-557-09,35
12178,59417-103-10,50
10292,44567-610-10,56
8830,16729-137-16,8
10355,71288-205-03,32
3514,0409-2587-05,2
10385,0409-3815-12,24
10388,0409-3815-12,24
10400,76297-001-41,39
10423,76297-001-41,62
10493,57664-046-88,0
8276,57664-052-88,66
4595,64850-556-01,67
7828,0009-3475-01,3
10589,0597-0545-44,77
12831,0409-1312-30,2
398,0409-1749-29,2
10958,0409-1559-30,2
838,0409-1559-10,85
12795,0409-1582-10,85
7781,0409-2305-05,2
10801,0641-6019-10,46
12869,63323-287-20,88
4546,0409-4887-99,24
6137,47781-178-01,94
12064,47781-174-01,94
10885,0409-5534-14,2
4790,0338-0049-41,12
10889,0338-0049-04,12
9120,0338-0049-03,25
7292,0338-0049-48,26
4805,0338-0049-41,28
6448,0338-0049-31,28
8195,10147-0922-5,102
1931,70010-115-01,106
4642,70010-117-01,106
7876,70010-113-01,106
7071,0409-4282-02,2
3141,0409-4713-32,23
5858,0409-4278-01,23
12031,0409-4776-01,85
2398,0641-6040-01,46
2505,63323-492-27,10
7496,63323-488-37,11
9028,63323-483-27,11
6975,0409-3301-10,2
12944,0009-0306-02,3
1882,0406-5116-01,118
11606,55150-162-05,33
9538,0990-7984-37,29
13855,0990-7984-36,24
874,0409-1162-01,2
9197,0409-9042-01,2
4979,0409-2308-01,2
2156,55150-296-10,33
12223,43598-305-62,63
9800,63323-461-57,10
4993,0338-0644-04,25
12306,66794-230-42,64
5140,55150-200-10,151
6053,63323-186-20,45
3245,63323-671-50,10
12536,63323-426-10,45
3423,55150-251-10,33
4135,42806-339-01,166
12909,42806-344-01,166
4392,43547-410-09,41
2863,11534-190-01,170
6404,83090-002-10,171
13031,83090-003-10,171
2751,83090-001-10,172
12715,0409-1159-10,24
1334,0338-0551-18,12
14313,0338-0551-11,12
7791,63323-806-02,45
4698,63323-454-01,10
13514,65282-1605-1,179
13572,54288-166-01,183
6674,0338-0125-04,12
1362,63323-201-02,45
6942,59651-722-01,4
6082,0409-6102-10,2
9721,43547-602-10,41
336,43547-608-10,167
13912,43547-603-10,42
4510,0409-6695-02,24
14225,0143-9507-10,7
1555,0338-9543-02,12
1621,65162-026-09,205
2037,0054-0373-25,194
4077,65219-468-50,159
4088,65219-468-50,58
2029,0641-6041-25,46
2076,0781-3493-95,209
4152,0409-9630-05,2
5822,70121-1388-8,213
2787,0574-2430-65,97
9285,0990-7139-09,24
289,0990-6139-22,30
2922,0338-0553-11,27
2908,0338-0553-11,26
3064,0338-0553-18,26
893,0409-7809-24,24
6672,36000-284-25,237
4181,0409-5555-01,24
4505,76329-3302-1,134
8495,0409-4888-12,24
8497,0409-4888-12,24
9006,0409-4888-50,85
4661,71288-728-32,32
5098,70069-021-25,17
547,0169-2800-15,137
6960,0338-9557-12,13
5942,0409-3613-01,2
6236,63323-178-76,107
6275,0409-3365-10,24
6311,63323-924-10,10
6319,63323-924-10,10
8240,63323-631-10,88
8374,65219-447-20,159
12965,55150-199-20,34
5824,70121-1388-8,217
7804,63323-280-04,45
9526,63323-351-20,11
7391,70069-064-25,18
4347,0409-1434-01,24
13232,0409-1660-50,24
1115,0990-7923-36,29
10339,0990-7923-20,30
2607,16729-502-43,8
3330,79672-613-02,38
10195,79672-613-04,39
5274,43547-408-10,42
3084,63323-853-25,10
3096,59417-120-01,49
3628,59417-101-10,50
3096,59417-120-01,51
8731,65862-070-50,55
1513,76297-001-21,39
12894,76297-001-11,39
10409,76297-001-41,40
1532,76297-001-21,62
231,0338-1130-06,12
11220,0409-9094-31,2
10505,64850-550-01,67
11300,63323-486-27,45
507,63323-468-37,10
10698,0409-1312-36,2
11853,70436-116-82,84
4924,0409-1610-50,85
10729,0409-2305-17,23
14104,71288-718-11,65
2409,63323-287-21,88
3445,63323-286-20,88
4761,0409-7299-25,85
1083,62756-224-18,1
12075,47781-174-01,94
13227,47781-179-01,94
3124,47781-180-01,95
9134,0338-0049-03,12
9434,0338-0049-11,12
9447,0338-0049-11,12
4830,0338-0049-10,27
4818,0338-0049-10,26
7454,0338-0049-38,26
9244,0338-0049-02,26
7284,0338-0049-48,28
891,0338-9553-50,13
1618,0409-4282-01,2
5110,0409-4276-01,85
1829,13107-074-01,111
11485,63323-492-37,11
13257,63323-491-57,88
1492,63323-492-31,45
2839,0406-5111-01,117
13900,0406-5115-01,117
2387,0703-0113-03,23
9730,0264-7800-09,120
9530,0990-7984-37,29
13854,0990-7984-36,29
9539,0990-7984-37,24
13717,0409-1160-01,24
11715,0990-7120-07,29
2323,0338-0433-04,12
2801,50742-448-60,126
12271,0409-1966-05,2
11895,0409-0332-20,2
13006,55150-297-10,33
8233,0990-7953-03,29
8236,0990-7953-03,29
1219,0409-2066-05,23
4132,0169-7703-21,139
12145,0409-1761-62,23
6145,61703-339-22,2
12288,61703-339-18,20
3560,55150-170-30,34
12529,63323-426-10,10
12660,63323-083-05,10
1286,55150-225-05,34
9426,23155-601-41,16
13560,42806-341-01,166
6413,83090-002-10,171
14312,0338-0551-11,12
8077,64380-155-01,182
6687,63323-202-02,11
13692,71357-002-10,186
13888,0409-3793-01,23
9716,43547-602-10,41
6489,43547-605-10,42
6490,43547-605-10,42
154,0338-0411-02,12
14317,65219-445-20,159
226,65219-466-60,207
2201,65219-474-10,58
2161,0054-3500-49,194
4158,0409-9630-05,24
2439,0641-6147-10,46
4473,70121-1389-1,216
4476,70121-1389-1,218
4469,70121-1389-1,213
2856,0338-0499-06,25
9463,0990-6139-03,30
803,0143-9392-10,23
7724,65282-1505-1,114
4496,0409-0155-02,23
7611,76045-010-11,10
6168,76045-121-11,58
3782,65219-065-05,159
5443,36000-283-25,237
442,50742-405-10,126
4536,0641-1495-35,46
9019,0409-4888-50,2
4624,0409-4888-20,85
8159,0781-3220-95,136
6267,0409-3365-10,23
8430,55150-313-01,34
8368,65219-447-20,159
9594,63323-172-60,10
10732,0409-2305-17,2
11642,0264-7800-20,119
11931,55150-209-02,33
4304,63323-460-37,10
13771,63323-466-31,10
8968,0409-3189-10,15
8633,0338-0017-18,25
8628,0338-0017-18,27
5848,0990-7922-09,29
10772,0990-7930-03,30
3595,0409-3183-01,24
10151,16729-500-08,9
11181,0065-0397-02,44
13654,63323-854-10,45
13822,63323-851-10,45
9048,0641-6057-25,46
6112,59417-102-10,50
11162,0409-3814-12,24
12887,76297-001-11,40
10407,76297-001-41,62
5574,57664-050-88,0
10496,57664-046-88,66
5879,64850-555-01,67
10547,72205-101-01,69
10605,60505-6282-1,72
10570,63323-485-27,11
11289,63323-486-27,11
11975,0019-1188-81,76
10716,57664-606-88,0
3385,0245-1073-30,47
11177,0409-1755-50,2
1582,0409-1560-29,23
972,0409-1560-10,85
3128,47781-180-01,94
12063,47781-174-01,95
10880,0409-5534-14,24
6440,0338-0049-31,12
9452,0338-0049-11,12
14184,0338-0049-18,25
7465,0338-0049-38,26
10920,0338-9549-50,13
9168,0338-0117-03,25
3150,0409-4713-32,2
5310,0409-4276-02,24
429,0409-4713-02,23
1609,0409-4282-01,23
9796,13107-070-01,111
535,63323-488-17,11
11474,63323-492-37,45
1184,0409-2815-01,2
1184,0409-2815-01,24
1133,63323-710-50,10
11304,0009-0280-02,3
11317,66794-229-41,115
11376,16729-306-10,8
1881,0406-5116-01,117
8389,0990-7984-23,29
8391,0990-7984-23,24
9936,0990-7983-03,24
2455,64850-504-01,67
11686,64850-506-01,67
9199,0409-9042-01,24
11815,0409-1966-07,2
1209,0409-2066-05,23
12153,0409-1761-62,85
5577,63323-411-12,10
6071,63323-186-20,10
1431,0338-0062-30,28
13403,55150-226-10,34
1322,0409-1159-02,2
13199,0641-6126-25,46
13286,66794-160-02,115
3610,63323-806-05,45
9658,63323-452-01,45
13523,65282-1605-1,114
1363,63323-201-02,45
1752,0409-6102-25,2
6491,43547-605-10,42
604,16729-484-45,8
14029,0338-0409-03,12
4512,0409-6695-02,24
5079,42806-799-01,166
214,65219-466-60,159
2335,50458-587-01,173
8935,63323-493-97,10
4478,70121-1389-1,217
4483,70121-1389-1,217
2901,0143-9391-10,23
3049,0338-0553-18,12
3055,0338-0553-18,12
2906,0338-0553-11,26
4724,76045-105-20,10
3451,0409-4596-20,23
4498,0409-0155-02,23
6165,76045-121-11,58
4319,71225-126-05,239
4316,71225-126-05,240
5690,0409-2634-01,23
5331,0409-4283-01,2
5325,0409-4283-01,24
8522,70069-752-25,213
9596,63323-172-60,10
9700,16729-239-93,19
9950,16729-432-93,19
7279,0338-0049-48,26
9431,0338-0049-11,26
4650,70010-117-01,106
2389,0703-0113-03,23
9320,70069-061-25,18
10098,61703-262-05,20
8742,72888-152-00,22
7408,0409-1638-02,23
4353,0409-1434-01,24
10116,0409-1660-20,24
10337,0990-7923-20,29
10161,71288-160-10,31
14156,71288-161-20,32
10174,55150-255-20,33
10177,55150-255-20,34
377,79672-613-05,39
10428,79672-613-03,40
10627,63323-851-15,10
10303,76045-004-11,58
10350,71288-205-03,32
10389,0409-3815-12,2
1736,43598-975-58,16
12928,57664-049-88,0
12597,57664-051-88,66
7493,65862-707-80,4
8738,72205-102-01,69
7765,63323-495-07,11
1078,0019-1188-27,74
1065,0019-1188-27,76
11976,0019-1188-81,76
10721,57664-606-88,66
923,0409-1283-31,2
10697,0409-1312-36,2
11851,70436-116-82,84
12795,0409-1582-10,2
7394,63323-286-35,88
14056,63323-286-63,88
13408,63323-286-00,89
10882,0409-5534-14,24
6430,0338-0049-31,12
7280,0338-0049-48,12
9245,0338-0049-02,25
9447,0338-0049-11,25
4826,0338-0049-10,27
14184,0338-0049-18,27
6430,0338-0049-31,26
4798,0338-0049-41,28
10909,0338-0049-04,28
2974,63323-285-64,10
12024,0409-4776-01,23
11941,0409-4277-02,85
5,13107-068-01,111
7055,63323-492-57,10
13247,63323-489-17,11
1480,63323-492-31,88
12945,0009-0306-02,3
11416,63323-208-05,45
1887,0406-5116-01,117
13899,0406-5115-01,118
11501,43066-555-24,12
11594,55150-162-05,33
9747,0264-7800-09,120
5230,0990-7983-09,29
8325,0990-7984-13,29
9535,0990-7984-37,29
11666,0990-7983-61,29
13852,0990-7984-36,24
1328,0409-9045-17,24
9200,0409-9042-01,85
11818,0409-1966-07,2
8777,0409-1966-12,85
12258,0409-1966-05,85
3682,60505-4745-1,71
6556,61703-339-56,2
12313,66794-230-42,64
9837,63323-411-10,45
6286,55150-196-99,151
2996,55150-169-10,33
12408,55150-172-30,33
12418,55150-172-30,33
12529,63323-426-10,45
12569,0338-0066-20,28
7571,0409-3299-25,2
5973,0409-3299-05,85
13397,55150-226-10,33
478,42806-343-01,166
1916,42806-345-01,166
4145,42806-339-01,166
13566,42806-341-01,166
4295,11534-193-01,170
1305,16729-526-08,8
2238,0409-1159-10,2
2240,0409-1159-10,2
13456,63323-455-01,10
1680,64380-156-01,182
1359,63323-201-02,11
1369,63323-201-02,11
3487,63323-201-10,11
14024,0409-3795-01,23
14025,0409-3795-01,23
9979,43547-604-10,41
6710,43547-607-10,167
340,43547-608-10,42
347,43547-608-10,42
8040,16729-483-03,19
14037,0338-0409-03,12
9207,65219-445-10,159
2263,65162-023-09,205
4473,70121-1389-1,218
8091,70121-1388-1,218
2743,63323-280-02,11
9231,62135-667-90,222
5073,0641-0929-25,46
7970,76045-009-06,10
5440,36000-283-25,237
4169,63323-725-10,10
4177,0409-5555-01,2
7926,0409-4888-10,23
9196,71288-722-32,31
9945,0597-0375-16,79
5329,0409-4283-01,2
7556,0068-0597-01,252
9387,55150-304-25,33
7053,63323-492-57,45
5629,0409-9137-05,2
5316,0409-4283-01,113
10032,63323-165-05,11
13482,63323-465-57,10
13772,63323-466-31,10
10080,0409-7037-10,2
10073,0409-7037-10,15
522,0409-1596-10,2
13245,0409-1660-50,24
8628,0338-0017-18,26
10773,0990-7930-03,29
380,79672-613-05,39
10444,79672-613-03,39
10239,63323-851-50,10
13662,63323-854-10,45
6114,59417-102-10,50
10275,59417-106-10,50
12168,59417-103-10,51
3518,0409-2587-05,24
5712,42858-163-01,60
10401,76297-001-41,39
10425,76297-001-41,39
2651,76297-001-01,40
12871,76297-001-11,40
1727,43598-975-58,63
10469,43598-976-58,64
5576,57664-050-88,0
6175,64850-551-01,67
10509,64850-550-01,67
12443,63323-495-27,11
8849,0409-4264-01,2
10686,0409-1312-36,23
4932,0409-1610-50,23
12802,0409-1582-10,23
3443,63323-286-20,88
3447,63323-286-20,89
10825,0409-4887-20,2
13220,47781-179-01,94
4829,0338-0049-10,25
14207,0338-0049-18,25
9253,0338-0049-02,27
9436,0338-0049-11,26
6431,0338-0049-31,28
9449,0338-0049-11,28
14204,0338-0049-18,28
9910,63323-288-20,11
1104,0009-0728-09,3
6814,70010-116-01,106
5118,0409-4276-01,2
3142,0409-4713-32,24
3144,0409-4713-32,23
11143,0409-4279-02,23
11734,0409-4277-01,85
14106,71093-131-01,109
6982,0832-7123-01,48
1494,63323-492-31,88
740,0641-6029-25,46
12210,66794-228-41,115
12211,66794-228-41,116
11378,16729-306-10,9
11409,63323-208-05,45
11458,0703-0018-01,23
13387,16729-277-30,9
11778,0990-7983-02,29
11770,0990-7983-02,24
13713,0409-1160-01,2
11819,0409-1966-07,85
8233,0990-7953-03,30
12141,0009-0017-55,141
2565,0409-1761-10,23
61,60505-4741-1,71
6023,60505-4744-1,142
9618,55150-323-25,33
4994,0338-0644-04,12
13471,0338-0644-06,27
12294,61703-339-18,20
5579,63323-411-12,10
5577,63323-411-12,45
7835,55150-195-20,33
7838,55150-195-20,33
12964,55150-199-20,151
12416,55150-172-30,34
12445,0245-0211-11,48
12896,13668-382-30,158
12584,72888-125-26,21
12646,55150-254-10,33
3420,55150-251-10,162
12950,43547-411-09,167
2886,65219-188-10,45
9656,63323-452-01,45
628,59651-722-99,4
13767,45567-0060-2,191
13809,0409-6102-26,2
13834,64380-789-33,192
9708,43547-602-10,41
7643,0409-1180-69,2
9206,65219-445-10,201
9210,65219-445-10,201
2047,0054-0373-25,193
1974,63323-412-25,45
2006,71288-203-11,65
2192,65219-474-10,58
5034,0641-6043-25,46
2063,0781-3493-95,208
9826,23155-473-42,213
2593,70121-1389-7,213
5545,55150-164-02,34
3211,65282-1510-1,114
4490,0409-0155-02,23
4318,71225-126-05,240
4444,63323-421-02,45
4455,61703-161-05,20
6956,0338-9557-12,12
780,0409-1304-31,24
7202,63323-631-50,10
900,72485-508-10,251
9701,16729-239-93,8
8790,0409-1966-12,24
6067,63323-186-20,10
3413,55150-251-10,162
3040,71357-007-10,187
8488,0409-4888-12,2
10076,0409-7037-10,16
5657,70069-062-10,17
5367,61703-600-05,20
6756,72888-154-05,21
12158,0338-0017-03,26
10338,0990-7923-20,29
10443,79672-613-03,38
3085,63323-853-25,10
3095,63323-853-25,45
2050,59417-116-01,49
7370,59417-119-01,49
10264,59417-106-10,52
14135,59417-107-10,52
13186,76045-005-11,58
6219,16729-138-00,19
3510,0409-2587-05,24
3430,42858-164-01,61
14170,42858-161-01,61
10417,76297-001-41,39
12931,57664-049-88,0
7825,0009-3475-01,3
7757,63323-495-07,10
7765,63323-495-07,10
13512,63323-486-17,10
1969,63323-485-57,11
5968,63323-486-57,11
7758,63323-495-07,45
12444,63323-495-27,45
13499,63323-486-17,45
1058,0019-1188-27,74
1075,0019-1188-27,74
1081,0019-1188-27,75
10655,0641-6083-25,46
8841,0409-4264-01,2
1761,70436-118-80,84
572,0409-1610-50,85
14060,63323-286-63,10
690,63323-286-23,88
6931,68875-0204-2,98
7281,0338-0049-48,12
9254,0338-0049-02,12
9437,0338-0049-11,12
14199,0338-0049-18,12
7285,0338-0049-48,25
7451,0338-0049-38,27
7461,0338-0049-38,27
10898,0338-0049-04,27
14208,0338-0049-18,27
10903,0338-0049-04,26
848,0338-9545-50,13
11037,70010-112-01,106
11729,0409-4277-01,2
7079,0409-4282-02,23
13698,13107-073-01,111
2510,63323-492-27,10
2505,63323-492-27,88
11478,63323-492-37,88
6964,0409-3301-10,2
6966,0409-3301-10,23
5373,0641-6024-10,46
6013,0703-0110-03,23
9735,0264-7800-09,120
11639,0264-7800-20,120
4878,0990-7984-20,29
5226,0990-7983-09,29
11678,64850-506-01,67
11831,0409-1966-07,24
12277,0409-1966-05,85
6018,60505-4744-1,73
59,60505-4741-1,142
5140,55150-200-10,33
12629,0409-3724-32,2
12662,63323-083-05,10
12987,11534-196-01,170
3962,63323-519-10,89
1319,0409-1159-02,2
6688,63323-202-02,45
